;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
1;21.5;21.5;16.98;21.16;19;10;0102 A2_1_10
2;18.5;18.5;15.04;17.74;16.17;11;0102 A2_1_11
3;20;20;18.21;24.07;21.51;12;0102 A2_1_12
4;18;18;15.35;18.22;16.57;14;0102 A2_1_14
5;23;23;17.51;22.31;19.98;16;0102 A2_1_16
6;22;22;18.3;24.32;21.73;17;0102 A2_1_17
7;15;15;14;16.29;14.99;19;0102 A2_1_19
8;13;13;8.95;11;10.67;21;0102 A2_1_21
9;17;17;13.42;15.55;14.39;23;0102 A2_1_23
10;20;20;15.5;18.46;16.76;25;0102 A2_1_25
11;21.5;21.5;18.64;25.3;22.62;26.1;0102 A2_1_26.1
12;19;19;15.78;18.92;17.14;28;0102 A2_1_28
13;21.5;21.5;16.91;21.01;18.88;31;0102 A2_1_31
14;21.5;21.5;16.46;20.13;18.14;32;0102 A2_1_32
15;20;20;18.02;23.56;21.07;37;0102 A2_1_37
16;19;19;17.65;22.64;20.26;39;0102 A2_1_39
17;20.5;20.5;19.17;27.05;24.24;41;0102 A2_1_41
18;19;19;16.01;19.31;17.46;44;0102 A2_1_44
19;23;23;16.46;20.13;18.14;48;0102 A2_1_48
20;20;20;14.05;16.36;15.04;49;0102 A2_1_49
21;19;19;16.23;19.7;17.78;51;0102 A2_1_51
22;21;21;16.81;20.81;18.71;54;0102 A2_1_54
23;19;19;14.75;17.31;15.82;56;0102 A2_1_56
24;20;20;16.73;20.65;18.58;66;0102 A2_1_66
25;21;21;15.68;18.75;17;79;0102 A2_1_79
26;21;21;17.55;22.41;20.06;80;0102 A2_1_80
27;20.5;20.5;15.88;19.09;17.28;83;0102 A2_1_83
28;17;17;13.25;15.35;14.22;85;0102 A2_1_85
29;22;22;18.29;24.27;21.69;88;0102 A2_1_88
30;22.5;22.5;17.45;22.17;19.86;1;0102 A2_2_1
31;NA;12.71;12.71;14.71;13.7;3;0102 A2_2_3
32;NA;14.79;14.79;17.38;15.87;4;0102 A2_2_4
33;NA;13.19;13.19;15.28;14.16;6;0102 A2_2_6
34;NA;13.64;13.64;15.82;14.61;8;0102 A2_2_8
35;22.75;22.75;16.86;20.91;18.79;10;0102 A2_2_10
36;NA;15.68;15.68;18.75;17;12;0102 A2_2_12
37;NA;17.39;17.39;22.03;19.74;13;0102 A2_2_13
38;20;20;15.68;18.75;17;15;0102 A2_2_15
39;NA;14.25;14.25;16.62;15.25;17;0102 A2_2_17
40;NA;14.87;14.87;17.5;15.97;21;0102 A2_2_21
41;NA;14.52;14.52;17;15.57;23;0102 A2_2_23
42;21;21;16.93;21.06;18.92;24;0102 A2_2_24
43;NA;13.74;13.74;15.96;14.72;25;0102 A2_2_25
44;24.73;24.73;18.15;23.9;21.37;27;0102 A2_2_27
45;23.75;23.75;17.3;21.84;19.58;29;0102 A2_2_29
46;NA;17.12;17.12;21.45;19.25;31;0102 A2_2_31
47;NA;15.71;15.71;18.81;17.04;34;0102 A2_2_34
48;NA;9.91;9.91;11.86;11.37;35;0102 A2_2_35
49;20;20;16.29;19.81;17.87;36;0102 A2_2_36
50;NA;14.2;14.2;16.55;15.2;37;0102 A2_2_37
51;NA;16.71;16.71;20.6;18.53;41;0102 A2_2_41
52;NA;12.39;12.39;14.35;13.41;43;0102 A2_2_43
53;18;18;11.77;13.68;12.87;45;0102 A2_2_45
54;NA;14.83;14.83;17.44;15.92;46;0102 A2_2_46
55;23;23;16.38;19.97;18.01;47;0102 A2_2_47
56;NA;13.13;13.13;15.21;14.11;48;0102 A2_2_48
57;24;24;17.67;22.68;20.3;50;0102 A2_2_50
58;NA;14.25;14.25;16.62;15.25;52;0102 A2_2_52
59;23.5;23.5;18.21;24.07;21.51;54;0102 A2_2_54
60;NA;15.24;15.24;18.05;16.42;57;0102 A2_2_57
61;NA;11.09;11.09;12.99;12.3;60;0102 A2_2_60
62;20;20;15.04;17.74;16.17;61;0102 A2_2_61
63;18.5;18.5;13.19;15.28;14.16;65;0102 A2_2_65
64;NA;15.46;15.46;18.4;16.71;66;0102 A2_2_66
65;20.25;20.25;14.75;17.31;15.82;69;0102 A2_2_69
66;NA;14.61;14.61;17.13;15.67;70;0102 A2_2_70
67;NA;14.92;14.92;17.56;16.02;71;0102 A2_2_71
68;NA;14.05;14.05;16.36;15.04;72;0102 A2_2_72
69;18.5;18.5;15;17.68;16.12;74;0102 A2_2_74
70;NA;14.29;14.29;16.68;15.31;76;0102 A2_2_76
71;21;21;16.6;20.39;18.36;78;0102 A2_2_78
72;NA;16.01;16.01;19.31;17.46;80;0102 A2_2_80
73;NA;16.38;16.38;19.97;17.9;2;0107 A2_1_2
74;16;16;16.96;21.11;18.85;4;0107 A2_1_4
75;14;14;16.43;20.08;17.99;7;0107 A2_1_7
76;NA;9.34;9.34;11.35;10.89;9;0107 A2_1_9
77;NA;13.69;13.69;15.89;14.58;10;0107 A2_1_10
78;NA;12.52;12.52;14.5;13.45;12;0107 A2_1_12
79;NA;12.05;12.05;13.98;13.03;13;0107 A2_1_13
80;NA;15.08;15.08;17.81;16.13;14;0107 A2_1_14
81;NA;15.04;15.04;17.74;16.08;15;0107 A2_1_15
82;14;14;16.76;20.7;18.51;19;0107 A2_1_19
83;13.5;13.5;15.16;17.93;16.22;20;0107 A2_1_20
84;NA;16.2;16.2;19.64;17.63;21;0107 A2_1_21
85;NA;14.87;14.87;17.5;15.88;23;0107 A2_1_23
86;NA;17.08;17.08;21.36;19.06;26;0107 A2_1_26
87;NA;16.96;16.96;21.11;18.85;29;0107 A2_1_29
88;NA;15.98;15.98;19.26;17.31;32;0107 A2_1_32
89;NA;14.34;14.34;16.75;15.27;34;0107 A2_1_34
90;NA;14.66;14.66;17.19;15.63;35;0107 A2_1_35
91;12;12;9.63;11.6;11.1;37;0107 A2_1_37
92;NA;16.01;16.01;19.31;17.36;38;0107 A2_1_38
93;NA;15.5;15.5;18.46;16.66;41;0107 A2_1_41
94;14;14;16.86;20.91;18.68;42;0107 A2_1_42
95;15;15;15.5;18.46;16.66;44;0107 A2_1_44
96;16;16;16.73;20.65;18.47;45;0107 A2_1_45
97;NA;15.31;15.31;18.17;16.42;47;0107 A2_1_47
98;NA;15.04;15.04;17.74;16.08;51;0107 A2_1_51
99;NA;13.48;13.48;15.62;14.36;53;0107 A2_1_53
100;14;14;17.03;21.26;18.97;54;0107 A2_1_54
101;NA;13.48;13.48;15.62;14.36;56;0107 A2_1_56
102;NA;13.08;13.08;15.14;13.97;59;0107 A2_1_59
103;13;13;16.23;19.7;17.68;60;0107 A2_1_60
104;NA;12.26;12.26;14.2;13.21;65;0107 A2_1_65
105;NA;14.75;14.75;17.31;15.73;66;0107 A2_1_66
106;12.5;12.5;15.85;19.03;17.13;67;0107 A2_1_67
107;11.5;11.5;12.71;14.71;13.62;69;0107 A2_1_69
108;NA;14.05;14.05;16.36;14.95;71;0107 A2_1_71
109;NA;15.12;15.12;17.87;16.18;72;0107 A2_1_72
110;NA;15.98;15.98;19.26;17.31;75;0107 A2_1_75
111;NA;15;15;17.68;16;1;0107 A2_2_1
112;NA;16.43;16.43;20.08;17.95;5;0107 A2_2_5
113;NA;15.46;15.46;18.4;16.58;6;0107 A2_2_6
114;NA;14.2;14.2;16.55;15.08;8;0107 A2_2_8
115;16;16;13.64;15.82;14.49;10;0107 A2_2_10
116;NA;13.64;13.64;15.82;14.49;12;0107 A2_2_12
117;NA;14.92;14.92;17.56;15.9;14;0107 A2_2_14
118;16.5;16.5;15.81;18.98;17.05;18;0107 A2_2_18
119;NA;15.39;15.39;18.28;16.48;20;0107 A2_2_20
120;NA;16.23;16.23;19.7;17.64;21;0107 A2_2_21
121;NA;15.5;15.5;18.46;16.63;23;0107 A2_2_23
122;NA;15.78;15.78;18.92;17;24;0107 A2_2_24
123;NA;15.31;15.31;18.17;16.39;26;0107 A2_2_26
124;NA;14.1;14.1;16.42;14.98;28;0107 A2_2_28
125;NA;15.43;15.43;18.34;16.53;30;0107 A2_2_30
126;19;19;17.15;21.5;19.14;31;0107 A2_2_31
127;18;18;16.73;20.65;18.43;33;0107 A2_2_33
128;NA;15.68;15.68;18.75;16.86;35;0107 A2_2_35
129;19.25;19.25;17.8;23;20.41;40;0107 A2_2_40
130;NA;13.48;13.48;15.62;14.33;42;0107 A2_2_42
131;NA;11.17;11.17;13.07;12.27;44;0107 A2_2_44
132;NA;15.95;15.95;19.2;17.24;48;0107 A2_2_48
133;17;17;16.73;20.65;18.43;50;0107 A2_2_50
134;NA;16.2;16.2;19.64;17.6;51;0107 A2_2_51
135;16;16;13.19;15.28;14.05;54;0107 A2_2_54
136;19.5;19.5;16.71;20.6;18.39;56;0107 A2_2_56
137;NA;13.31;13.31;15.41;14.16;57;0107 A2_2_57
138;NA;15.54;15.54;18.52;16.68;63;0107 A2_2_63
139;NA;12.65;12.65;14.64;13.54;65;0107 A2_2_65
140;NA;16.52;16.52;20.23;18.09;67;0107 A2_2_67
141;18;18;17.43;22.13;19.67;69;0107 A2_2_69
142;NA;12.39;12.39;14.35;13.31;71;0107 A2_2_71
143;NA;11.98;11.98;13.91;12.95;73;0107 A2_2_73
144;17;17;15.08;17.81;16.1;76;0107 A2_2_76
145;19;19;18.07;23.69;21.01;84;0107 A2_2_84
146;NA;15.39;15.39;18.28;16.48;85;0107 A2_2_85
147;17;17;14.75;17.31;15.7;90;0107 A2_2_90
148;20;20;16.46;20.13;18.97;1;0207 A2_1_1
149;15.75;15.75;11.91;13.83;13.58;2;0207 A2_1_2
150;NA;18.7;18.7;25.49;23.83;5;0207 A2_1_5
151;21.5;21.5;19.01;26.5;24.81;7;0207 A2_1_7
152;NA;15.85;15.85;19.03;18.02;9;0207 A2_1_9
153;16;16;15.5;18.46;17.53;14;0207 A2_1_14
154;NA;17.37;17.37;21.99;20.6;17;0207 A2_1_17
155;NA;17.01;17.01;21.21;19.91;19;0207 A2_1_19
156;NA;18.93;18.93;26.22;24.54;21;0207 A2_1_21
157;NA;15.12;15.12;17.87;17.02;22;0207 A2_1_22
158;NA;18.43;18.43;24.68;23.06;23;0207 A2_1_23
159;18.25;18.25;18.4;24.6;22.99;24;0207 A2_1_24
160;25;25;19.24;27.28;25.58;25;0207 A2_1_25
161;NA;19.42;19.42;27.95;26.26;31;0207 A2_1_31
162;17;17;16.84;20.86;19.66;4;0207 A2_2_4
163;11.75;11.75;9.91;11.86;11.93;5;0207 A2_2_5
164;NA;16.65;16.65;20.5;19.34;7;0207 A2_2_7
165;23;23;18.74;25.6;24.01;8;0207 A2_2_8
166;NA;18.26;18.26;24.19;22.67;13;0207 A2_2_13
167;NA;17.15;17.15;21.5;20.23;15;0207 A2_2_15
168;NA;12.77;12.77;14.78;14.43;16;0207 A2_2_16
169;NA;16.57;16.57;20.34;19.21;17;0207 A2_2_17
170;NA;17.03;17.03;21.26;20.01;19;0207 A2_2_19
171;NA;14.52;14.52;17;16.32;20;0207 A2_2_20
172;NA;15.91;15.91;19.15;18.17;21;0207 A2_2_21
173;NA;14.1;14.1;16.42;15.83;22;0207 A2_2_22
174;NA;15.81;15.81;18.98;18.02;24;0207 A2_2_24
175;20;20;18.54;24.99;23.42;25;0207 A2_2_25
176;NA;17.12;17.12;21.45;20.19;29;0207 A2_2_29
177;NA;16.11;16.11;19.48;18.46;32;0207 A2_2_32
178;NA;14.34;14.34;16.75;16.11;33;0207 A2_2_33
179;NA;15.04;15.04;17.74;16.96;39;0207 A2_2_39
180;23.5;23.5;19.05;26.61;24.98;40;0207 A2_2_40
181;NA;17.9;17.9;23.26;21.81;43;0207 A2_2_43
182;NA;17.76;17.76;22.91;21.49;46;0207 A2_2_46
183;NA;18.48;18.48;24.84;23.28;50;0207 A2_2_50
184;NA;13.31;13.31;15.41;14.97;54;0207 A2_2_54
185;NA;17.94;17.94;23.35;21.89;59;0207 A2_2_59
186;NA;13.58;13.58;15.76;15.26;60;0207 A2_2_60
187;NA;13.48;13.48;15.62;15.15;61;0207 A2_2_61
188;NA;15.12;15.12;17.87;17.06;63;0207 A2_2_63
189;8;8;8.75;10.83;11.03;64;0207 A2_2_64
190;NA;14.25;14.25;16.62;16;65;0207 A2_2_65
191;NA;18.4;18.4;24.6;23.05;66;0207 A2_2_66
192;NA;16.65;16.65;20.5;19.34;67;0207 A2_2_67
193;NA;18.65;18.65;25.34;23.75;70;0207 A2_2_70
194;23.5;23.5;18.81;25.82;24.22;71;0207 A2_2_71
195;19.5;19.5;16.26;19.75;18.7;72;0207 A2_2_72
196;11;11;8.12;10.29;10.84;1;0213 A2_1_1
197;NA;6.51;6.51;8.98;9.65;2;0213 A2_1_2
198;NA;11.7;11.7;13.61;13.78;3.1;0213 A2_1_3.1
199;NA;12.05;12.05;13.98;14.11;3.2;0213 A2_1_3.2
200;NA;7.22;7.22;9.56;10.17;4;0213 A2_1_4
201;9;9;15.85;19.03;18.55;5;0213 A2_1_5
202;12.5;12.5;11.09;12.99;13.24;6;0213 A2_1_6
203;NA;11.91;11.91;13.83;13.98;8;0213 A2_1_8
204;NA;11.17;11.17;13.07;13.31;9;0213 A2_1_9
205;13.5;13.5;12.45;14.42;14.5;11;0213 A2_1_11
206;11.5;11.5;14.75;17.31;17.03;12;0213 A2_1_12
207;NA;14.34;14.34;16.75;16.53;13;0213 A2_1_13
208;14.5;14.5;12.77;14.78;14.81;14;0213 A2_1_14
209;11.5;11.5;13.48;15.62;15.55;15;0213 A2_1_15
210;15.25;15.25;14.92;17.56;17.25;18;0213 A2_1_18
211;NA;8.44;8.44;10.56;11.09;19;0213 A2_1_19
212;NA;10.52;10.52;12.43;12.75;20;0213 A2_1_20
213;NA;7.79;7.79;10.02;10.6;21.1;0213 A2_1_21.1
214;NA;7.34;7.34;9.65;10.26;21.2;0213 A2_1_21.2
215;15.25;15.25;13.36;15.48;15.43;24;0213 A2_1_24
216;NA;8.33;8.33;10.47;11.01;25;0213 A2_1_25
217;NA;12.77;12.77;14.78;14.81;26.1;0213 A2_1_26.1
218;NA;13.08;13.08;15.14;15.12;26.2;0213 A2_1_26.2
219;NA;12.19;12.19;14.13;14.24;26.3;0213 A2_1_26.3
220;NA;8.33;8.33;10.47;11.01;27;0213 A2_1_27
221;NA;5.12;5.12;7.88;8.63;31;0213 A2_1_31
222;NA;4.19;4.19;7.14;7.93;32;0213 A2_1_32
223;NA;15.88;15.88;19.09;18.6;33;0213 A2_1_33
224;NA;5.38;5.38;8.08;8.82;34;0213 A2_1_34
225;NA;15.16;15.16;17.93;17.57;35;0213 A2_1_35
226;NA;14;14;16.29;16.13;36;0213 A2_1_36
227;NA;13.48;13.48;15.62;15.55;37;0213 A2_1_37
228;NA;10.09;10.09;12.02;12.39;38;0213 A2_1_38
229;NA;8.95;8.95;11;11.48;39;0213 A2_1_39
230;NA;4.72;4.72;7.56;8.33;41;0213 A2_1_41
231;15;15;15.91;19.15;18.65;42;0213 A2_1_42
232;NA;14.1;14.1;16.42;16.25;45;0213 A2_1_45
233;NA;13.31;13.31;15.41;15.37;46;0213 A2_1_46
234;NA;4.19;4.19;7.14;7.93;47;0213 A2_1_47
235;15.5;15.5;14.48;16.94;16.7;48;0213 A2_1_48
236;NA;9.91;9.91;11.86;12.24;49;0213 A2_1_49
237;NA;10.93;10.93;12.83;13.1;51.1;0213 A2_1_51.1
238;NA;8.44;8.44;10.56;11.09;54;0213 A2_1_54
239;15.5;15.5;12.26;14.2;14.31;55;0213 A2_1_55
240;NA;10.35;10.35;12.27;12.6;56;0213 A2_1_56
241;NA;6.99;6.99;9.37;10;57.1;0213 A2_1_57.1
242;NA;6.14;6.14;8.69;9.38;57.2;0213 A2_1_57.2
243;NA;10.17;10.17;12.1;12.46;58;0213 A2_1_58
244;NA;6.14;6.14;8.69;9.38;59;0213 A2_1_59
245;NA;6.51;6.51;8.98;9.65;60;0213 A2_1_60
246;16.5;16.5;17.67;22.68;21.85;61;0213 A2_1_61
247;15.5;15.5;16.23;19.7;19.14;63;0213 A2_1_63
248;NA;9.72;9.72;11.69;12.09;64;0213 A2_1_64
249;NA;8.54;8.54;10.65;11.17;65;0213 A2_1_65
250;NA;14.25;14.25;16.62;16.42;67;0213 A2_1_67
251;NA;5.89;5.89;8.49;9.19;68;0213 A2_1_68
252;15;15;14.34;16.75;16.53;69;0213 A2_1_69
253;NA;17.1;17.1;21.41;20.68;72;0213 A2_1_72
254;NA;13.85;13.85;16.09;15.96;73;0213 A2_1_73
255;NA;10.35;10.35;12.27;12.6;74;0213 A2_1_74
256;NA;5.25;5.25;7.98;8.72;75;0213 A2_1_75
257;NA;12.05;12.05;13.98;14.11;76;0213 A2_1_76
258;10.5;10.5;5.89;8.49;9.19;77;0213 A2_1_77
259;NA;9.15;9.15;11.18;11.64;78;0213 A2_1_78
260;NA;15.85;15.85;19.03;18.55;79;0213 A2_1_79
261;NA;6.75;6.75;9.17;9.83;81;0213 A2_1_81
262;14.5;14.5;14.79;17.38;17.08;83;0213 A2_1_83
263;16;16;15.39;18.28;17.88;84;0213 A2_1_84
264;NA;6.87;6.87;9.27;9.91;85;0213 A2_1_85
265;NA;4.19;4.19;7.14;7.93;86;0213 A2_1_86
266;13;13;12.71;14.71;14.75;87;0213 A2_1_87
267;14.5;14.5;16.29;19.81;19.24;88;0213 A2_1_88
268;14.5;14.5;16.32;19.86;19.28;90;0213 A2_1_90
269;NA;4.86;4.86;7.67;8.43;91;0213 A2_1_91
270;NA;14.34;14.34;16.75;16.61;1;0213 A2_2_1
271;15;15;15.31;18.17;17.87;2;0213 A2_2_2
272;14;14;11.7;13.61;13.85;4;0213 A2_2_4
273;NA;8.95;8.95;11;11.54;5;0213 A2_2_5
274;NA;14.1;14.1;16.42;16.33;6;0213 A2_2_6
275;NA;11.48;11.48;13.38;13.65;7;0213 A2_2_7
276;NA;10.43;10.43;12.35;12.74;8;0213 A2_2_8
277;NA;11.77;11.77;13.68;13.92;9;0213 A2_2_9
278;14;14;17.17;21.55;20.91;11;0213 A2_2_11
279;12;12;13.13;15.21;15.26;12;0213 A2_2_12
280;NA;16.46;16.46;20.13;19.62;13;0213 A2_2_13
281;7;7;6.39;8.88;9.61;14;0213 A2_2_14
282;14;14;17.21;21.65;21;15;0213 A2_2_15
283;NA;7.9;7.9;10.11;10.73;16;0213 A2_2_16
284;NA;9.91;9.91;11.86;12.3;17;0213 A2_2_17
285;NA;10.93;10.93;12.83;13.17;18;0213 A2_2_18
286;13.5;13.5;16.57;20.34;19.81;20;0213 A2_2_20
287;NA;7.57;7.57;9.84;10.48;21.1;0213 A2_2_21.1
288;NA;7.57;7.57;9.84;10.48;22;0213 A2_2_22
289;NA;13.36;13.36;15.48;15.5;23;0213 A2_2_23
290;NA;10.77;10.77;12.67;13.02;24;0213 A2_2_24
291;NA;14.92;14.92;17.56;17.33;25;0213 A2_2_25
292;NA;6.63;6.63;9.08;9.79;26.2;0213 A2_2_26.2
293;NA;15.24;15.24;18.05;17.76;27;0213 A2_2_27
294;NA;10.35;10.35;12.27;12.67;28.1;0213 A2_2_28.1
295;NA;8.75;8.75;10.83;11.38;28.2;0213 A2_2_28.2
296;NA;8.23;8.23;10.38;10.98;28.3;0213 A2_2_28.3
297;NA;8.85;8.85;10.92;11.46;29;0213 A2_2_29
298;14;14;17.63;22.59;21.87;30;0213 A2_2_30
299;NA;11.91;11.91;13.83;14.05;31;0213 A2_2_31
300;NA;16.07;16.07;19.43;18.99;32;0213 A2_2_32
301;NA;10.09;10.09;12.02;12.45;34;0213 A2_2_34
302;NA;15.85;15.85;19.03;18.64;35;0213 A2_2_35
303;NA;16.86;16.86;20.91;20.32;36;0213 A2_2_36
304;NA;5.89;5.89;8.49;9.24;37;0213 A2_2_37
305;14.5;14.5;16.41;20.02;19.53;39;0213 A2_2_39
306;NA;8.95;8.95;11;11.54;40;0213 A2_2_40
307;NA;16.49;16.49;20.18;19.67;41;0213 A2_2_41
308;NA;14.34;14.34;16.75;16.61;42;0213 A2_2_42
309;17;17;18;23.52;22.75;43;0213 A2_2_43
310;NA;8.23;8.23;10.38;10.98;45;0213 A2_2_45
311;NA;11.55;11.55;13.45;13.72;46;0213 A2_2_46
312;NA;7.22;7.22;9.56;10.23;47;0213 A2_2_47
313;NA;13.48;13.48;15.62;15.62;48;0213 A2_2_48
314;11;11;9.44;11.43;11.92;49;0213 A2_2_49
315;NA;15.2;15.2;17.99;17.71;51.1;0213 A2_2_51.1
316;NA;12.05;12.05;13.98;14.18;51.2;0213 A2_2_51.2
317;NA;10.93;10.93;12.83;13.17;52;0213 A2_2_52
318;15;15;15.08;17.81;17.55;53;0213 A2_2_53
319;15;15;15.81;18.98;18.59;54;0213 A2_2_54
320;15.5;15.5;15.04;17.74;17.49;55;0213 A2_2_55
321;NA;11.17;11.17;13.07;13.37;56;0213 A2_2_56
322;NA;12.58;12.58;14.57;14.7;57.1;0213 A2_2_57.1
323;15.5;15.5;17.72;22.82;22.08;58;0213 A2_2_58
324;NA;14.39;14.39;16.81;16.67;59;0213 A2_2_59
325;13;13;15.12;17.87;17.6;60;0213 A2_2_60
326;NA;14.61;14.61;17.13;16.95;61;0213 A2_2_61
327;NA;15.16;15.16;17.93;17.65;62;0213 A2_2_62
328;NA;16.07;16.07;19.43;18.99;63;0213 A2_2_63
329;14;14;16.46;20.13;19.62;64;0213 A2_2_64
330;NA;14.79;14.79;17.38;17.17;65;0213 A2_2_65
331;12;12;11.77;13.68;13.92;66;0213 A2_2_66
332;NA;12.26;12.26;14.2;14.38;67;0213 A2_2_67
333;15.5;15.5;17.61;22.54;21.83;68;0213 A2_2_68
334;NA;16.41;16.41;20.02;19.53;69;0213 A2_2_69
335;NA;8.65;8.65;10.74;11.3;70;0213 A2_2_70
336;11;11;6.99;9.37;10.05;71;0213 A2_2_71
337;12;12;10.43;12.35;12.74;72;0213 A2_2_72
338;18;18;17.9;23.26;22.5;73;0213 A2_2_73
339;14.5;14.5;16.86;20.91;20.32;74;0213 A2_2_74
340;NA;12.26;12.26;14.2;14.38;75;0213 A2_2_75
341;NA;15.98;15.98;19.26;18.84;76;0213 A2_2_76
342;NA;13.36;13.36;15.48;15.5;77;0213 A2_2_77
343;NA;10.85;10.85;12.75;13.09;78;0213 A2_2_78
344;17.5;17.5;18.23;24.11;23.31;79;0213 A2_2_79
345;NA;13.19;13.19;15.28;15.32;80;0213 A2_2_80
346;NA;14.7;14.7;17.25;17.06;83;0213 A2_2_83
347;16.5;16.5;16.55;20.29;19.76;84;0213 A2_2_84
348;NA;15.61;15.61;18.63;18.28;85;0213 A2_2_85
349;NA;13.48;13.48;15.62;15.62;87;0213 A2_2_87
350;NA;8.95;8.95;11;11.54;88;0213 A2_2_88
351;NA;10.17;10.17;12.1;12.52;89;0213 A2_2_89
352;NA;6.63;6.63;9.08;9.79;90;0213 A2_2_90
353;11.5;11.5;15.78;18.92;18.54;91;0213 A2_2_91
354;NA;10.77;10.77;12.67;13.02;92;0213 A2_2_92
355;NA;6.75;6.75;9.17;9.88;93;0213 A2_2_93
356;NA;13.74;13.74;15.96;15.86;1;0213 A2_3_1
357;NA;9.25;9.25;11.26;11.72;2;0213 A2_3_2
358;15.5;15.5;14.15;16.49;16.32;3;0213 A2_3_3
359;NA;17.59;17.59;22.5;21.7;4;0213 A2_3_4
360;15.5;15.5;16.23;19.7;19.16;5;0213 A2_3_5
361;NA;8.65;8.65;10.74;11.26;6;0213 A2_3_6
362;13.5;13.5;13.64;15.82;15.74;7;0213 A2_3_7
363;NA;11.7;11.7;13.61;13.79;8;0213 A2_3_8
364;14.5;14.5;13.74;15.96;15.86;9;0213 A2_3_9
365;NA;15.31;15.31;18.17;17.79;10.1;0213 A2_3_10.1
366;NA;10.93;10.93;12.83;13.11;10.2;0213 A2_3_10.2
367;11.5;11.5;8.65;10.74;11.26;11;0213 A2_3_11
368;NA;13.48;13.48;15.62;15.56;12;0213 A2_3_12
369;NA;8.54;8.54;10.65;11.18;13.1;0213 A2_3_13.1
370;NA;10.6;10.6;12.51;12.83;14;0213 A2_3_14
371;NA;18.26;18.26;24.19;23.29;15;0213 A2_3_15
372;NA;4.86;4.86;7.67;8.44;16;0213 A2_3_16
373;NA;9.54;9.54;11.52;11.95;17;0213 A2_3_17
374;NA;5.89;5.89;8.49;9.2;18;0213 A2_3_18
375;NA;12.26;12.26;14.2;14.32;20.1;0213 A2_3_20.1
376;NA;11.4;11.4;13.3;13.52;20.2;0213 A2_3_20.2
377;NA;15.85;15.85;19.03;18.56;21;0213 A2_3_21
378;NA;10.17;10.17;12.1;12.47;22;0213 A2_3_22
379;NA;6.99;6.99;9.37;10.01;23;0213 A2_3_23
380;NA;15.46;15.46;18.4;18;25;0213 A2_3_25
381;NA;13.8;13.8;16.03;15.91;26.1;0213 A2_3_26.1
382;NA;11.32;11.32;13.22;13.46;26.2;0213 A2_3_26.2
383;NA;9.25;9.25;11.26;11.72;27;0213 A2_3_27
384;NA;6.14;6.14;8.69;9.39;28;0213 A2_3_28
385;12;12;14.25;16.62;16.43;29;0213 A2_3_29
386;NA;8.44;8.44;10.56;11.1;30;0213 A2_3_30
387;14.5;14.5;15.68;18.75;18.31;31;0213 A2_3_31
388;NA;10.93;10.93;12.83;13.11;32;0213 A2_3_32
389;NA;14.92;14.92;17.56;17.26;33;0213 A2_3_33
390;NA;9.34;9.34;11.35;11.8;34;0213 A2_3_34
391;NA;8.54;8.54;10.65;11.18;36;0213 A2_3_36
392;NA;10.35;10.35;12.27;12.62;37;0213 A2_3_37
393;15;15;15.5;18.46;18.05;38;0213 A2_3_38
394;NA;7.9;7.9;10.11;10.69;39;0213 A2_3_39
395;13;13;12.71;14.71;14.76;41;0213 A2_3_41
396;16;16;17.32;21.89;21.14;42;0213 A2_3_42
397;NA;5.51;5.51;8.19;8.92;43.1;0213 A2_3_43.1
398;NA;11.32;11.32;13.22;13.46;45;0213 A2_3_45
399;7.5;7.5;8.01;10.2;10.77;47;0213 A2_3_47
400;NA;14.92;14.92;17.56;17.26;48;0213 A2_3_48
401;NA;11.17;11.17;13.07;13.32;49;0213 A2_3_49
402;18.5;18.5;18.33;24.4;23.49;50;0213 A2_3_50
403;NA;16.6;16.6;20.39;19.78;51;0213 A2_3_51
404;NA;6.02;6.02;8.59;9.3;52;0213 A2_3_52
405;NA;11.17;11.17;13.07;13.32;53;0213 A2_3_53
406;17;17;17.63;22.59;21.78;54;0213 A2_3_54
407;NA;11.01;11.01;12.91;13.18;55;0213 A2_3_55
408;NA;15.39;15.39;18.28;17.9;56;0213 A2_3_56
409;NA;10.77;10.77;12.67;12.97;57;0213 A2_3_57
410;15;15;15.12;17.87;17.53;58;0213 A2_3_58
411;16.5;16.5;16.93;21.06;20.38;60;0213 A2_3_60
412;NA;16.43;16.43;20.08;19.49;61;0213 A2_3_61
413;NA;16.38;16.38;19.97;19.4;62;0213 A2_3_62
414;NA;10.35;10.35;12.27;12.62;63;0213 A2_3_63
415;NA;12.9;12.9;14.92;14.95;64;0213 A2_3_64
416;NA;16.68;16.68;20.55;19.92;65;0213 A2_3_65
417;9;9;11.4;13.3;13.52;66;0213 A2_3_66
418;NA;4.86;4.86;7.67;8.44;67;0213 A2_3_67
419;NA;11.4;11.4;13.3;13.52;69.1;0213 A2_3_69.1
420;NA;10.35;10.35;12.27;12.62;72;0213 A2_3_72
421;17;17;17.21;21.65;20.92;74;0213 A2_3_74
422;16.5;16.5;16.41;20.02;19.45;75;0213 A2_3_75
423;16.5;16.5;18.2;24.03;23.14;78;0213 A2_3_78
424;NA;17.03;17.03;21.26;20.56;79;0213 A2_3_79
425;NA;4.86;4.86;7.67;8.44;80;0213 A2_3_80
426;NA;14.7;14.7;17.25;16.99;81;0213 A2_3_81
427;NA;4.86;4.86;7.67;8.44;82;0213 A2_3_82
