;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
1254;NA;9.44;9.44;11.43;11.94;29;0350 A2_2_29
1255;NA;10.52;10.52;12.43;12.83;30;0350 A2_2_30
1256;11.5;11.5;10.69;12.59;12.97;32;0350 A2_2_32
1257;NA;12.39;12.39;14.35;14.53;33;0350 A2_2_33
1258;NA;13.42;13.42;15.55;15.58;34;0350 A2_2_34
1259;13;13;11.4;13.3;13.6;35;0350 A2_2_35
1260;NA;18.18;18.18;23.99;23.22;36;0350 A2_2_36
1261;17.25;17.25;16.29;19.81;19.36;37;0350 A2_2_37
1262;NA;13.58;13.58;15.76;15.76;38;0350 A2_2_38
1263;NA;14.57;14.57;17.06;16.92;40;0350 A2_2_40
1264;NA;16.43;16.43;20.08;19.6;41;0350 A2_2_41
1265;NA;8.12;8.12;10.29;10.91;42;0350 A2_2_42
1266;11.5;11.5;9.05;11.09;11.63;44;0350 A2_2_44
1267;13.5;13.5;15.43;18.34;18.05;45;0350 A2_2_45
1268;NA;5.89;5.89;8.49;9.25;47;0350 A2_2_47
1269;14;14;9.72;11.69;12.17;48;0350 A2_2_48
1270;16.5;16.5;15.2;17.99;17.73;49;0350 A2_2_49
1271;NA;17.3;17.3;21.84;21.21;50;0350 A2_2_50
1272;NA;6.87;6.87;9.27;9.98;51;0350 A2_2_51
1273;NA;11.98;11.98;13.91;14.14;52;0350 A2_2_52
1274;14.75;14.75;13.95;16.22;16.18;53;0350 A2_2_53
1275;NA;11.77;11.77;13.68;13.94;54;0350 A2_2_54
1276;12.25;12.25;7.45;9.74;10.41;55;0350 A2_2_55
1277;NA;9.44;9.44;11.43;11.94;56;0350 A2_2_56
1278;NA;8.54;8.54;10.65;11.24;57;0350 A2_2_57
1279;NA;7.11;7.11;9.46;10.15;58;0350 A2_2_58
1280;NA;9.25;9.25;11.26;11.79;59;0350 A2_2_59
1281;NA;5.51;5.51;8.19;8.97;60;0350 A2_2_60
1282;NA;16.01;16.01;19.31;18.92;62;0350 A2_2_62
1283;NA;17.53;17.53;22.36;21.69;65;0350 A2_2_65
1284;NA;16.76;16.76;20.7;20.17;66;0350 A2_2_66
1285;16.5;16.5;17.63;22.59;21.9;67;0350 A2_2_67
1286;13;13;11.55;13.45;13.73;68;0350 A2_2_68
1287;13.5;13.5;13.64;15.82;15.82;69.1;0350 A2_2_69.1
1288;NA;11.91;11.91;13.83;14.07;69.2;0350 A2_2_69.2
1289;NA;10.52;10.52;12.43;12.83;70;0350 A2_2_70
1290;NA;11.84;11.84;13.76;14;71;0350 A2_2_71
1291;NA;9.54;9.54;11.52;12.02;72;0350 A2_2_72
1292;NA;14.25;14.25;16.62;16.52;73;0350 A2_2_73
1293;NA;6.51;6.51;8.98;9.71;74;0350 A2_2_74
1294;NA;5.51;5.51;8.19;8.97;75;0350 A2_2_75
1295;NA;8.12;8.12;10.29;10.91;76;0350 A2_2_76
1296;NA;14.96;14.96;17.62;17.41;77;0350 A2_2_77
1297;NA;7.34;7.34;9.65;10.33;78;0350 A2_2_78
1298;17;17;15.61;18.63;18.15;1;0352 A2_172LCU_1
1299;17;17;15.04;17.74;17.37;3;0352 A2_172LCU_3
1300;9;9;6.99;9.37;9.98;4;0352 A2_172LCU_4
1301;18;18;15.61;18.63;18.15;5;0352 A2_172LCU_5
1302;NA;12.39;12.39;14.35;14.4;6;0352 A2_172LCU_6
1303;NA;11.98;11.98;13.91;14.02;7;0352 A2_172LCU_7
1304;NA;5.51;5.51;8.19;8.89;8;0352 A2_172LCU_8
1305;NA;6.14;6.14;8.69;9.36;9;0352 A2_172LCU_9
1306;NA;11.01;11.01;12.91;13.14;12;0352 A2_172LCU_12
1307;NA;6.51;6.51;8.98;9.63;13;0352 A2_172LCU_13
1308;NA;12.58;12.58;14.57;14.59;14;0352 A2_172LCU_14
1309;NA;6.02;6.02;8.59;9.27;15;0352 A2_172LCU_15
1310;NA;4.86;4.86;7.67;8.41;16;0352 A2_172LCU_16
1311;NA;5.38;5.38;8.08;8.8;17;0352 A2_172LCU_17
1312;19;19;17.43;22.13;21.29;18;0352 A2_172LCU_18
1313;20;20;15.85;19.03;18.51;19;0352 A2_172LCU_19
1314;NA;9.05;9.05;11.09;11.53;20;0352 A2_172LCU_20
1315;NA;12.58;12.58;14.57;14.59;21;0352 A2_172LCU_21
1316;NA;4.32;4.32;7.25;8.01;23;0352 A2_172LCU_23
1317;18.5;18.5;18.24;24.15;23.18;24;0352 A2_172LCU_24
1318;NA;10.35;10.35;12.27;12.58;25;0352 A2_172LCU_25
1319;18.5;18.5;16.52;20.23;19.58;26;0352 A2_172LCU_26
1320;NA;8.65;8.65;10.74;11.22;28;0352 A2_172LCU_28
1321;NA;5.25;5.25;7.98;8.7;29;0352 A2_172LCU_29
1322;NA;9.25;9.25;11.26;11.69;31;0352 A2_172LCU_31
1323;22;22;19.53;28.35;27.4;32;0352 A2_172LCU_32
1324;NA;12.77;12.77;14.78;14.78;33;0352 A2_172LCU_33
1325;NA;13.25;13.25;15.35;15.27;34;0352 A2_172LCU_34
1326;21;21;18.1;23.78;22.83;35;0352 A2_172LCU_35
1327;NA;11.91;11.91;13.83;13.95;36;0352 A2_172LCU_36
1328;NA;6.26;6.26;8.79;9.45;37;0352 A2_172LCU_37
1329;NA;13.95;13.95;16.22;16.04;38;0352 A2_172LCU_38
1330;NA;15.64;15.64;18.69;18.2;39;0352 A2_172LCU_39
1331;NA;13.95;13.95;16.22;16.04;40;0352 A2_172LCU_40
1332;NA;10.52;10.52;12.43;12.72;41;0352 A2_172LCU_41
1333;22;22;19;26.47;25.45;43;0352 A2_172LCU_43
1334;NA;6.14;6.14;8.69;9.36;44;0352 A2_172LCU_44
1335;NA;11.84;11.84;13.76;13.88;45;0352 A2_172LCU_45
1336;16.5;16.5;15.16;17.93;17.53;46;0352 A2_172LCU_46
1337;NA;8.54;8.54;10.65;11.14;47;0352 A2_172LCU_47
1338;NA;14.34;14.34;16.75;16.5;48;0352 A2_172LCU_48
1339;NA;10.85;10.85;12.75;13;49;0352 A2_172LCU_49
1340;18.5;18.5;15.81;18.98;18.46;50;0352 A2_172LCU_50
1341;NA;12.9;12.9;14.92;14.91;51;0352 A2_172LCU_51
1342;NA;15.28;15.28;18.11;17.69;53;0352 A2_172LCU_53
1343;NA;12.45;12.45;14.42;14.47;54;0352 A2_172LCU_54
1344;NA;4.86;4.86;7.67;8.41;55;0352 A2_172LCU_55
1345;NA;8.65;8.65;10.74;11.22;56;0352 A2_172LCU_56
1346;NA;11.84;11.84;13.76;13.88;58;0352 A2_172LCU_58
1347;NA;7.11;7.11;9.46;10.07;59;0352 A2_172LCU_59
1348;NA;6.02;6.02;8.59;9.27;60;0352 A2_172LCU_60
1349;17;17;16.71;20.6;19.91;61;0352 A2_172LCU_61
1350;NA;10.69;10.69;12.59;12.86;63;0352 A2_172LCU_63
1351;NA;6.75;6.75;9.17;9.81;64;0352 A2_172LCU_64
1352;NA;7.9;7.9;10.11;10.66;66;0352 A2_172LCU_66
1353;NA;10.69;10.69;12.59;12.86;67;0352 A2_172LCU_67
1354;NA;12.77;12.77;14.78;14.78;68;0352 A2_172LCU_68
1355;NA;12.19;12.19;14.13;14.21;69;0352 A2_172LCU_69
1356;NA;4.32;4.32;7.25;8.01;70;0352 A2_172LCU_70
1357;NA;4.19;4.19;7.14;7.91;71;0352 A2_172LCU_71
1358;NA;14.83;14.83;17.44;17.1;72;0352 A2_172LCU_72
1359;NA;15.85;15.85;19.03;17.31;1;0363 A2_197LCU_1
1360;NA;9.15;9.15;11.18;10.86;2;0363 A2_197LCU_2
1361;NA;15.5;15.5;18.46;16.83;3;0363 A2_197LCU_3
1362;NA;11.4;11.4;13.3;12.61;4;0363 A2_197LCU_4
1363;NA;11.98;11.98;13.91;13.11;5;0363 A2_197LCU_5
1364;NA;11.55;11.55;13.45;12.73;6;0363 A2_197LCU_6
1365;NA;11.32;11.32;13.22;12.55;7;0363 A2_197LCU_7
1366;NA;17.81;17.81;23.04;20.7;8;0363 A2_197LCU_8
1367;NA;10.85;10.85;12.75;12.16;9;0363 A2_197LCU_9
1368;27;27;19.54;28.41;25.68;10;0363 A2_197LCU_10
1369;20;20;15.5;18.46;16.83;11;0363 A2_197LCU_11
1370;NA;11.55;11.55;13.45;12.73;12;0363 A2_197LCU_12
1371;NA;12.71;12.71;14.71;13.76;13;0363 A2_197LCU_13
1372;NA;13.13;13.13;15.21;14.17;14;0363 A2_197LCU_14
1373;NA;7.45;7.45;9.74;9.65;15;0363 A2_197LCU_15
1374;NA;15.04;15.04;17.74;16.24;16;0363 A2_197LCU_16
1375;24;24;17.57;22.45;20.19;17;0363 A2_197LCU_17
1376;NA;13.13;13.13;15.21;14.17;18;0363 A2_197LCU_18
1377;16;16;11.84;13.76;12.98;19;0363 A2_197LCU_19
1378;NA;13.31;13.31;15.41;14.34;20;0363 A2_197LCU_20
1379;NA;16.38;16.38;19.97;18.08;21;0363 A2_197LCU_21
1380;NA;14.1;14.1;16.42;15.16;22;0363 A2_197LCU_22
1381;28;28;19.34;27.64;24.91;23;0363 A2_197LCU_23
1382;NA;12.12;12.12;14.06;13.23;24;0363 A2_197LCU_24
1383;NA;10.6;10.6;12.51;11.96;25;0363 A2_197LCU_25
1384;26;26;17.94;23.35;20.97;26;0363 A2_197LCU_26
1385;NA;10.93;10.93;12.83;12.22;27;0363 A2_197LCU_27
1386;NA;10.52;10.52;12.43;11.89;28;0363 A2_197LCU_28
1387;27;27;17.47;22.22;19.99;29;0363 A2_197LCU_29
1388;NA;12.39;12.39;14.35;13.47;30;0363 A2_197LCU_30
1389;25;25;18.34;24.44;21.93;31;0363 A2_197LCU_31
1390;NA;17.99;17.99;23.48;21.08;32;0363 A2_197LCU_32
1391;NA;15.12;15.12;17.87;16.34;33;0363 A2_197LCU_33
1392;NA;14.57;14.57;17.06;15.68;34;0363 A2_197LCU_34
1393;NA;18.55;18.55;25.03;22.47;35;0363 A2_197LCU_35
1394;NA;12.32;12.32;14.28;12.74;1;0401 A2_1_1
1395;NA;13.58;13.58;15.76;13.89;2;0401 A2_1_2
1396;NA;7.9;7.9;10.11;9.47;9;0401 A2_1_9
1397;12.5;12.5;14;16.29;14.31;12;0401 A2_1_12
1398;NA;11.84;11.84;13.76;12.34;15;0401 A2_1_15
1399;NA;13.13;13.13;15.21;13.47;17;0401 A2_1_17
1400;NA;12.71;12.71;14.71;13.08;22;0401 A2_1_22
1401;NA;12.77;12.77;14.78;13.14;23;0401 A2_1_23
1402;NA;13.13;13.13;15.21;13.47;35;0401 A2_1_35
1403;NA;14.96;14.96;17.62;15.34;36;0401 A2_1_36
1404;NA;9.91;9.91;11.86;10.86;38;0401 A2_1_38
1405;NA;13.02;13.02;15.07;13.36;40;0401 A2_1_40
1406;15;15;15;17.68;15.39;45;0401 A2_1_45
1407;9.5;9.5;8.65;10.74;9.97;47;0401 A2_1_47
1408;NA;14.39;14.39;16.81;14.71;50;0401 A2_1_50
1409;NA;17.12;17.12;21.45;18.38;51;0401 A2_1_51
1410;17;17;16.81;20.81;17.86;52;0401 A2_1_52
1411;14;14;12.45;14.42;12.86;53;0401 A2_1_53
1412;NA;16.81;16.81;20.81;17.86;55;0401 A2_1_55
1413;18.5;18.5;17.85;23.13;19.75;57;0401 A2_1_57
1414;13;13;13.74;15.96;14.05;61;0401 A2_1_61
1415;NA;11.62;11.62;13.53;12.16;63;0401 A2_1_63
1416;14;14;13.13;15.21;13.47;65;0401 A2_1_65
1417;NA;15.71;15.71;18.81;16.27;72;0401 A2_1_72
1418;16;16;15.54;18.52;16.04;74;0401 A2_1_74
1419;12.5;12.5;10.35;12.27;11.12;2;0401 A2_2_2
1420;NA;11.62;11.62;13.53;12.1;4;0401 A2_2_4
1421;NA;16.73;16.73;20.65;17.65;5;0401 A2_2_5
1422;21.5;21.5;18.09;23.73;20.15;6;0401 A2_2_6
1423;NA;15.68;15.68;18.75;16.15;8;0401 A2_2_8
1424;NA;15.12;15.12;17.87;15.46;9.1;0401 A2_2_9.1
1425;19.5;19.5;14.48;16.94;14.74;10;0401 A2_2_10
1426;16.5;16.5;14.05;16.36;14.29;11;0401 A2_2_11
1427;12.25;12.25;10;11.94;10.87;12;0401 A2_2_12
1428;NA;14.61;14.61;17.13;14.88;16;0401 A2_2_16
1429;18.25;18.25;14.96;17.62;15.27;20;0401 A2_2_20
1430;14.5;14.5;12.58;14.57;12.91;21;0401 A2_2_21
1431;NA;7.9;7.9;10.11;9.43;24;0401 A2_2_24
1432;NA;16.98;16.98;21.16;18.05;28;0401 A2_2_28
1433;19.5;19.5;16.17;19.59;16.81;29;0401 A2_2_29
1434;17.5;17.5;14.48;16.94;14.74;30;0401 A2_2_30
1435;NA;13.19;13.19;15.28;13.45;31;0401 A2_2_31
1436;NA;10.77;10.77;12.67;11.44;35;0401 A2_2_35
1437;NA;16.78;16.78;20.75;17.73;36;0401 A2_2_36
1438;NA;15.2;15.2;17.99;15.55;38;0401 A2_2_38
1439;NA;14.48;14.48;16.94;14.74;40;0401 A2_2_40
1440;NA;14.1;14.1;16.42;14.34;44;0401 A2_2_44
1441;NA;14.1;14.1;16.42;14.34;46;0401 A2_2_46
1442;NA;15.75;15.75;18.86;16.24;47;0401 A2_2_47
1443;NA;14.15;14.15;16.49;14.39;48;0401 A2_2_48
1444;NA;11.4;11.4;13.3;11.93;49;0401 A2_2_49
1445;NA;9.15;9.15;11.18;10.27;51.1;0401 A2_2_51.1
1446;NA;11.91;11.91;13.83;12.34;52;0401 A2_2_52
1447;NA;14.48;14.48;16.94;14.74;57;0401 A2_2_57
1448;NA;16.73;16.73;20.65;17.65;59;0401 A2_2_59
1449;15;15;13.36;15.48;13.61;62;0401 A2_2_62
1450;11.5;11.5;9.44;11.43;10.47;63;0401 A2_2_63
1451;9;9;9.63;11.6;10.6;64;0401 A2_2_64
1452;17.5;17.5;16.26;19.75;16.93;65;0401 A2_2_65
1453;NA;11.4;11.4;13.3;11.93;67;0401 A2_2_67
1454;NA;14.92;14.92;17.56;15.22;70;0401 A2_2_70
1455;NA;14.48;14.48;16.94;14.74;75;0401 A2_2_75
1456;NA;11.48;11.48;13.38;11.98;78;0401 A2_2_78
1457;16;16;12.26;14.2;12.56;2;0603 A2_002IBA_2
1458;NA;11.32;11.32;13.22;11.81;4;0603 A2_002IBA_4
1459;NA;16.11;16.11;19.48;16.64;5;0603 A2_002IBA_5
1460;NA;17.81;17.81;23.04;19.48;6;0603 A2_002IBA_6
1461;19;19;17.67;22.68;19.19;8;0603 A2_002IBA_8
1462;11;11;9.44;11.43;10.42;9;0603 A2_002IBA_9
1463;17;17;14.15;16.49;14.32;10;0603 A2_002IBA_10
1464;NA;9.44;9.44;11.43;10.42;11;0603 A2_002IBA_11
1465;NA;12.9;12.9;14.92;13.12;12;0603 A2_002IBA_12
1466;NA;17.92;17.92;23.3;19.7;13;0603 A2_002IBA_13
1467;NA;11.77;11.77;13.68;12.16;14;0603 A2_002IBA_14
1468;NA;15.64;15.64;18.69;16.02;15;0603 A2_002IBA_15
1469;NA;6.63;6.63;9.08;8.55;16;0603 A2_002IBA_16
1470;NA;13.58;13.58;15.76;13.76;17;0603 A2_002IBA_17
1471;20;20;15.91;19.15;16.38;18;0603 A2_002IBA_18
1472;20;20;16.14;19.54;16.68;19;0603 A2_002IBA_19
1473;17.5;17.5;15.91;19.15;16.38;20.1;0603 A2_002IBA_20.1
1474;NA;15.28;15.28;18.11;15.57;20.2;0603 A2_002IBA_20.2
1475;NA;7.79;7.79;10.02;9.31;21;0603 A2_002IBA_21
1476;NA;13.48;13.48;15.62;13.65;24;0603 A2_002IBA_24
1477;18;18;15.54;18.52;15.89;25;0603 A2_002IBA_25
1478;14;14;11.91;13.83;12.28;26;0603 A2_002IBA_26
1479;15;15;12.9;14.92;13.12;28;0603 A2_002IBA_28
1480;NA;7.9;7.9;10.11;9.38;30;0603 A2_002IBA_30
1481;9;9;8.33;10.47;9.67;31;0603 A2_002IBA_31
1482;NA;10.77;10.77;12.67;11.38;33;0603 A2_002IBA_33
1483;20;20;17.01;21.21;18;35;0603 A2_002IBA_35
1484;NA;11.55;11.55;13.45;11.99;37;0603 A2_002IBA_37
1485;18;18;16.98;21.16;17.96;39;0603 A2_002IBA_39
1486;NA;9.81;9.81;11.77;10.68;40;0603 A2_002IBA_40
1487;20;20;16.68;20.55;17.48;41;0603 A2_002IBA_41
1488;NA;17.05;17.05;21.31;18.08;43;0603 A2_002IBA_43
1489;NA;15.81;15.81;18.98;16.24;44;0603 A2_002IBA_44
1490;NA;9.54;9.54;11.52;10.49;45;0603 A2_002IBA_45
1491;NA;15.12;15.12;17.87;15.38;46;0603 A2_002IBA_46
1492;NA;6.87;6.87;9.27;8.71;47;0603 A2_002IBA_47
1493;NA;4.46;4.46;7.35;7.14;48;0603 A2_002IBA_48
1494;NA;11.7;11.7;13.61;12.1;49;0603 A2_002IBA_49
1495;NA;16.65;16.65;20.5;17.44;50;0603 A2_002IBA_50
1496;13.5;13.5;18.07;23.69;20.02;52;0603 A2_002IBA_52
1497;NA;18.23;18.23;24.11;20.37;54;0603 A2_002IBA_54
1498;NA;14.87;14.87;17.5;15.1;55;0603 A2_002IBA_55
1499;NA;16.26;16.26;19.75;16.85;57;0603 A2_002IBA_57
1500;NA;13.31;13.31;15.41;13.49;58;0603 A2_002IBA_58
1501;NA;10.17;10.17;12.1;10.94;59;0603 A2_002IBA_59
1502;NA;11.4;11.4;13.3;11.87;60.1;0603 A2_002IBA_60.1
1503;NA;9.91;9.91;11.86;10.75;60.2;0603 A2_002IBA_60.2
1504;NA;11.84;11.84;13.76;12.22;61;0603 A2_002IBA_61
1505;NA;13.02;13.02;15.07;13.23;62;0603 A2_002IBA_62
1506;NA;5.38;5.38;8.08;7.74;63;0603 A2_002IBA_63
1507;NA;14.43;14.43;16.87;14.62;66;0603 A2_002IBA_66
1508;NA;9.34;9.34;11.35;10.35;69;0603 A2_002IBA_69
1509;NA;4.46;4.46;7.35;7.14;70;0603 A2_002IBA_70
1510;NA;15.43;15.43;18.34;15.75;71;0603 A2_002IBA_71
1511;NA;18.16;18.16;23.94;20.04;4;0701 A2_002ELC_4
1512;NA;14.7;14.7;17.25;14.76;7;0701 A2_002ELC_7
1513;NA;15.08;15.08;17.81;15.19;9;0701 A2_002ELC_9
1514;NA;15.88;15.88;19.09;16.18;11;0701 A2_002ELC_11
1515;23;23;17.83;23.08;19.33;15;0701 A2_002ELC_15
1516;26;26;16.46;20.13;16.98;17;0701 A2_002ELC_17
1517;26;26;18.92;26.19;21.93;21;0701 A2_002ELC_21
1518;NA;14.75;14.75;17.31;14.81;22;0701 A2_002ELC_22
1519;NA;15.64;15.64;18.69;15.87;29;0701 A2_002ELC_29
1520;NA;15.71;15.71;18.81;15.96;30;0701 A2_002ELC_30
1521;28;28;18.68;25.41;21.27;33;0701 A2_002ELC_33
1522;NA;16.98;16.98;21.16;17.79;42;0701 A2_002ELC_42
1523;23;23;17.15;21.5;18.06;44;0701 A2_002ELC_44
1524;NA;16.41;16.41;20.02;16.9;50;0701 A2_002ELC_50
1525;NA;17.87;17.87;23.17;19.4;53;0701 A2_002ELC_53
1526;18.5;18.5;17.69;22.73;19.04;55;0701 A2_002ELC_55
1527;NA;13.9;13.9;16.16;13.93;61;0701 A2_002ELC_61
1528;23.5;23.5;19.53;28.35;23.88;67;0701 A2_002ELC_67
1529;NA;16.93;16.93;21.06;17.71;71;0701 A2_002ELC_71
1530;15.5;15.5;16.81;20.81;17.51;73;0701 A2_002ELC_73
1531;NA;16.98;16.98;21.16;17.93;1;0702 A2_004ELC_1
1532;NA;13.13;13.13;15.21;13.31;2;0702 A2_004ELC_2
1533;NA;14.05;14.05;16.36;14.19;4;0702 A2_004ELC_4
1534;NA;18.12;18.12;23.82;20.08;9;0702 A2_004ELC_9
1535;NA;16.57;16.57;20.34;17.28;10;0702 A2_004ELC_10
1536;19;19;14.75;17.31;14.93;20;0702 A2_004ELC_20
1537;NA;14.61;14.61;17.13;14.78;21;0702 A2_004ELC_21
1538;NA;16.89;16.89;20.96;17.77;30;0702 A2_004ELC_30
1539;NA;17.61;17.61;22.54;19.04;32;0702 A2_004ELC_32
1540;NA;17.28;17.28;21.79;18.43;35;0702 A2_004ELC_35
1541;NA;19.29;19.29;27.44;23.23;37;0702 A2_004ELC_37
1542;24;24;14.87;17.5;15.07;39;0702 A2_004ELC_39
1543;17;17;12.32;14.28;12.59;43;0702 A2_004ELC_43
1544;22;22;17.47;22.22;18.78;44;0702 A2_004ELC_44
1545;NA;16.81;16.81;20.81;17.65;46;0702 A2_004ELC_46
1546;NA;16.73;16.73;20.65;17.52;47;0702 A2_004ELC_47
1547;NA;14.15;14.15;16.49;14.29;49;0702 A2_004ELC_49
1548;NA;18.15;18.15;23.9;20.15;52;0702 A2_004ELC_52
1549;22;22;15.54;18.52;15.86;54;0702 A2_004ELC_54
1550;24;24;17.41;22.08;18.66;59;0702 A2_004ELC_59
1551;NA;14.39;14.39;16.81;14.54;60;0702 A2_004ELC_60
1552;25.5;25.5;17.43;22.13;18.7;64;0702 A2_004ELC_64
1553;21;21;14.87;17.5;15.07;67;0702 A2_004ELC_67
1554;NA;14.87;14.87;17.5;15.07;69;0702 A2_004ELC_69
1555;NA;17.35;17.35;21.94;18.41;1;0703 A2_005ELC_1
1556;NA;17.17;17.17;21.55;18.11;4;0703 A2_005ELC_4
1557;NA;16.43;16.43;20.08;16.95;5;0703 A2_005ELC_5
1558;NA;15.24;15.24;18.05;15.38;7;0703 A2_005ELC_7
1559;NA;17.08;17.08;21.36;17.95;8;0703 A2_005ELC_8
1560;21;21;18.23;24.11;20.18;13;0703 A2_005ELC_13
1561;NA;15.91;15.91;19.15;16.22;14;0703 A2_005ELC_14
1562;NA;9.34;9.34;11.35;10.26;17;0703 A2_005ELC_17
1563;17.5;17.5;16.55;20.29;17.11;20;0703 A2_005ELC_20
1564;NA;16.14;16.14;19.54;16.53;25;0703 A2_005ELC_25
1565;23;23;19.75;29.22;24.71;28;0703 A2_005ELC_28
1566;NA;17.08;17.08;21.36;17.95;30;0703 A2_005ELC_30
1567;16.5;16.5;14.25;16.62;14.28;35;0703 A2_005ELC_35
1568;24;24;17.41;22.08;18.53;36;0703 A2_005ELC_36
1569;NA;17.37;17.37;21.99;18.45;40;0703 A2_005ELC_40
1570;NA;16.98;16.98;21.16;17.79;42;0703 A2_005ELC_42
1571;20;20;15.28;18.11;15.42;49;0703 A2_005ELC_49
1572;NA;16.71;16.71;20.6;17.36;52;0703 A2_005ELC_52
1573;23;23;18.78;25.75;21.56;54;0703 A2_005ELC_54
1574;NA;16.96;16.96;21.11;17.76;60;0703 A2_005ELC_60
1575;21;21;17.15;21.5;18.07;61;0703 A2_005ELC_61
1576;NA;13.13;13.13;15.21;13.21;62;0703 A2_005ELC_62
1577;NA;14.96;14.96;17.62;15.05;63;0703 A2_005ELC_63
1578;7;7;11.17;13.07;11.21;1;0801 A3_023SAM_1
1579;8.75;8.75;13.13;15.21;12.79;3;0801 A3_023SAM_3
1580;NA;10.09;10.09;12.02;10.43;9;0801 A3_023SAM_9
1581;NA;8.01;8.01;10.2;9.06;12;0801 A3_023SAM_12
1582;NA;12.39;12.39;14.35;12.16;14;0801 A3_023SAM_14
1583;7.5;7.5;9.44;11.43;9.99;15;0801 A3_023SAM_15
1584;7.5;7.5;12.12;14.06;11.94;17;0801 A3_023SAM_17
1585;8.75;8.75;13.64;15.82;13.24;18;0801 A3_023SAM_18
1586;NA;11.09;11.09;12.99;11.15;19;0801 A3_023SAM_19
1587;6.25;6.25;10.17;12.1;10.49;21;0801 A3_023SAM_21
1588;NA;9.54;9.54;11.52;10.06;23;0801 A3_023SAM_23
1589;NA;12.58;12.58;14.57;12.32;24.1;0801 A3_023SAM_24.1
1590;NA;10.26;10.26;12.19;10.56;24.2;0801 A3_023SAM_24.2
1591;NA;10.52;10.52;12.43;10.74;26;0801 A3_023SAM_26
1592;NA;12.45;12.45;14.42;12.21;28;0801 A3_023SAM_28
1593;NA;11.55;11.55;13.45;11.49;29;0801 A3_023SAM_29
1594;NA;9.05;9.05;11.09;9.74;31;0801 A3_023SAM_31
1595;NA;8.65;8.65;10.74;9.47;33;0801 A3_023SAM_33
1596;NA;11.17;11.17;13.07;11.21;35;0801 A3_023SAM_35
1597;NA;8.23;8.23;10.38;9.2;36;0801 A3_023SAM_36
1598;NA;11.09;11.09;12.99;11.15;38;0801 A3_023SAM_38
1599;NA;10.93;10.93;12.83;11.03;39;0801 A3_023SAM_39
1600;5.5;5.5;10.26;12.19;10.56;40;0801 A3_023SAM_40
1601;NA;7.45;7.45;9.74;8.71;44;0801 A3_023SAM_44
1602;NA;7.45;7.45;9.74;8.71;46;0801 A3_023SAM_46
1603;NA;14.52;14.52;17;14.11;48;0801 A3_023SAM_48
1604;7;7;11.7;13.61;11.61;49;0801 A3_023SAM_49
1605;NA;12.19;12.19;14.13;11.99;50.1;0801 A3_023SAM_50.1
1606;NA;11.32;11.32;13.22;11.32;50.2;0801 A3_023SAM_50.2
1607;NA;4.32;4.32;7.25;6.76;51;0801 A3_023SAM_51
1608;NA;11.55;11.55;13.45;11.49;52;0801 A3_023SAM_52
1609;7.5;7.5;14.34;16.75;13.92;54;0801 A3_023SAM_54
1610;NA;11.17;11.17;13.07;11.21;57;0801 A3_023SAM_57
1611;NA;9.44;9.44;11.43;9.99;62;0801 A3_023SAM_62
1612;NA;8.85;8.85;10.92;9.6;63;0801 A3_023SAM_63
1613;NA;9.25;9.25;11.26;9.87;65;0801 A3_023SAM_65
1614;NA;9.54;9.54;11.52;10.06;66;0801 A3_023SAM_66
1615;NA;10.26;10.26;12.19;10.6;4;0802 A3_027SAM_4
1616;4;4;6.87;9.27;8.38;5;0802 A3_027SAM_5
1617;NA;10.6;10.6;12.51;10.84;9;0802 A3_027SAM_9
1618;3.25;3.25;5.51;8.19;7.54;29;0802 A3_027SAM_29
1619;3.25;3.25;4.19;7.14;6.7;34;0802 A3_027SAM_34
1620;NA;9.81;9.81;11.77;10.29;35;0802 A3_027SAM_35
1621;NA;7.57;7.57;9.84;8.82;41;0802 A3_027SAM_41
1622;NA;6.75;6.75;9.17;8.39;5;0803 A3_030SAM_5
1623;5;5;8.65;10.74;9.6;15;0803 A3_030SAM_15
1624;NA;10.09;10.09;12.02;10.57;18;0803 A3_030SAM_18
1625;6.5;6.5;10.17;12.1;10.64;21;0803 A3_030SAM_21
1626;6.5;6.5;9.05;11.09;9.87;23;0803 A3_030SAM_23
1627;NA;10.93;10.93;12.83;11.18;28;0803 A3_030SAM_28
1628;NA;7.34;7.34;9.65;8.76;31;0803 A3_030SAM_31
1629;5.75;5.75;11.4;13.3;11.54;34;0803 A3_030SAM_34
1630;NA;8.44;8.44;10.56;9.46;54;0803 A3_030SAM_54
1631;NA;8.54;8.54;10.65;9.53;55;0803 A3_030SAM_55
1632;NA;9.15;9.15;11.18;9.93;61;0803 A3_030SAM_61
1633;NA;8.95;8.95;11;9.8;62;0803 A3_030SAM_62
1634;NA;10.09;10.09;12.02;10.57;64;0803 A3_030SAM_64
1635;NA;8.44;8.44;10.56;9.46;69;0803 A3_030SAM_69
1636;NA;11.55;11.55;13.45;13.57;1;1100 A2_036ASH_1
1637;NA;8.12;8.12;10.29;10.78;3;1100 A2_036ASH_3
1638;NA;8.12;8.12;10.29;10.78;4;1100 A2_036ASH_4
1639;NA;8.12;8.12;10.29;10.78;5;1100 A2_036ASH_5
1640;4;4;9.25;11.26;11.64;6;1100 A2_036ASH_6
1641;4.25;4.25;10.6;12.51;12.74;7;1100 A2_036ASH_7
1642;NA;8.95;8.95;11;11.41;8.1;1100 A2_036ASH_8.1
