;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
1039;NA;5.17;5.17;9.74;10.58;47;0315 A3_2_47
1040;NA;7.85;7.85;13.14;13.68;48;0315 A3_2_48
1041;NA;6.68;6.68;11.69;12.36;49;0315 A3_2_49
1042;NA;5.1;5.1;9.65;10.49;50;0315 A3_2_50
1043;NA;7.66;7.66;12.91;13.47;51;0315 A3_2_51
1044;NA;9.34;9.34;14.92;15.27;52;0315 A3_2_52
1045;NA;9.04;9.04;14.57;14.95;53;0315 A3_2_53
1046;8.25;8.25;10.53;16.29;16.5;54;0315 A3_2_54
1047;NA;9.53;9.53;15.14;15.46;55;0315 A3_2_55
1048;NA;7.92;7.92;13.22;13.75;56;0315 A3_2_56
1049;5.25;5.25;7.47;12.67;13.25;57;0315 A3_2_57
1050;NA;8.86;8.86;14.35;14.76;58;0315 A3_2_58
1051;4.75;4.75;5.38;10.02;10.84;59;0315 A3_2_59
1052;6.5;6.5;8.23;13.61;14.09;60;0315 A3_2_60
1053;NA;6.74;6.74;11.77;12.44;61;0315 A3_2_61
1054;7;7;9.77;15.41;15.71;62;0315 A3_2_62
1055;NA;7.79;7.79;13.07;13.61;63;0315 A3_2_63
1056;NA;7.59;7.59;12.83;13.4;64;0315 A3_2_64
1057;NA;7.92;7.92;13.22;13.75;65;0315 A3_2_65
1058;NA;3.74;3.74;7.77;8.72;66;0315 A3_2_66
1059;NA;7.34;7.34;12.51;13.11;67.1;0315 A3_2_67.1
1060;NA;5.45;5.45;10.11;10.92;67.2;0315 A3_2_67.2
1061;NA;3.88;3.88;7.98;8.92;67.3;0315 A3_2_67.3
1062;NA;6.14;6.14;11;11.74;68;0315 A3_2_68
1063;NA;9.82;9.82;15.48;15.77;69;0315 A3_2_69
1064;6;6;7.85;13.14;13.68;70;0315 A3_2_70
1065;NA;7.01;7.01;12.1;12.74;71;0315 A3_2_71
1066;NA;7.53;7.53;12.75;13.32;72;0315 A3_2_72
1067;6;6;8.55;13.98;14.43;74;0315 A3_2_74
1068;NA;9.71;9.71;15.35;15.65;75;0315 A3_2_75
1069;7.25;7.25;7.66;12.91;13.47;76;0315 A3_2_76
1070;NA;7.92;7.92;13.22;13.75;77;0315 A3_2_77
1071;6.5;6.5;8.73;14.2;14.63;78;0315 A3_2_78
1072;11.5;11.5;11.55;17.44;17.5;1;0321 A2_072LCU_1
1073;12;12;13.55;19.59;19.45;2;0321 A2_072LCU_2
1074;NA;11.27;11.27;17.13;17.22;3;0321 A2_072LCU_3
1075;NA;10.3;10.3;16.03;16.24;4;0321 A2_072LCU_4
1076;10.5;10.5;14.17;20.23;20.04;5;0321 A2_072LCU_5
1077;NA;11.67;11.67;17.56;17.61;6;0321 A2_072LCU_6
1078;12;12;12.86;18.86;18.79;7;0321 A2_072LCU_7
1079;13.5;13.5;15.16;21.26;20.98;8;0321 A2_072LCU_8
1080;NA;8.92;8.92;14.42;14.81;9;0321 A2_072LCU_9
1081;NA;12.22;12.22;18.17;18.16;11;0321 A2_072LCU_11
1082;NA;12.43;12.43;18.4;18.37;12;0321 A2_072LCU_12
1083;NA;12.05;12.05;17.99;18;13;0321 A2_072LCU_13
1084;NA;10.18;10.18;15.89;16.12;14;0321 A2_072LCU_14
1085;12.5;12.5;14.72;20.81;20.56;15;0321 A2_072LCU_15
1086;8.5;8.5;8.3;13.68;14.14;16;0321 A2_072LCU_16
1087;12;12;12.22;18.17;18.16;17;0321 A2_072LCU_17
1088;NA;7.98;7.98;13.3;13.8;18;0321 A2_072LCU_18
1089;NA;10.82;10.82;16.62;16.77;19;0321 A2_072LCU_19
1090;NA;13.5;13.5;19.54;19.4;20;0321 A2_072LCU_20
1091;12;12;15.7;21.79;21.48;21;0321 A2_072LCU_21
1092;12.5;12.5;14.11;20.18;19.99;22;0321 A2_072LCU_22
1093;10;10;10.53;16.29;16.48;23;0321 A2_072LCU_23
1094;NA;12.22;12.22;18.17;18.16;24;0321 A2_072LCU_24
1095;10;10;11.22;17.06;17.17;25;0321 A2_072LCU_25
1096;11.5;11.5;11.27;17.13;17.22;26;0321 A2_072LCU_26
1097;NA;12.33;12.33;18.28;18.26;27;0321 A2_072LCU_27
1098;NA;12.86;12.86;18.86;18.79;28;0321 A2_072LCU_28
1099;NA;13.18;13.18;19.2;19.1;29;0321 A2_072LCU_29
1100;NA;11.22;11.22;17.06;17.17;30;0321 A2_072LCU_30
1101;NA;10.76;10.76;16.55;16.71;31;0321 A2_072LCU_31
1102;11;11;13.81;19.86;19.7;32;0321 A2_072LCU_32
1103;NA;11.5;11.5;17.38;17.45;33;0321 A2_072LCU_33
1104;10.5;10.5;9.77;15.41;15.69;34;0321 A2_072LCU_34
1105;11;11;10.82;16.62;16.77;35;0321 A2_072LCU_35
1106;10.5;10.5;12.49;18.46;18.42;36;0321 A2_072LCU_36
1107;12.5;12.5;12.65;18.63;18.58;37;0321 A2_072LCU_37
1108;NA;13.02;13.02;19.03;18.94;38;0321 A2_072LCU_38
1109;11.5;11.5;13.96;20.02;19.84;39;0321 A2_072LCU_39
1110;10;10;8.42;13.83;14.28;40;0321 A2_072LCU_40
1111;11;11;12.76;18.75;18.68;41;0321 A2_072LCU_41
1112;NA;12.05;12.05;17.99;18;42;0321 A2_072LCU_42
1113;NA;9.77;9.77;15.41;15.69;43;0321 A2_072LCU_43
1114;9;9;11.5;17.38;17.45;44;0321 A2_072LCU_44
1115;12.5;12.5;12.76;18.75;18.68;45;0321 A2_072LCU_45
1116;NA;12.49;12.49;18.46;18.42;46;0321 A2_072LCU_46
1117;NA;9.65;9.65;15.28;15.57;47;0321 A2_072LCU_47
1118;NA;9.53;9.53;15.14;15.44;48;0321 A2_072LCU_48
1119;11;11;10.41;16.16;16.36;49;0321 A2_072LCU_49
1120;NA;9.47;9.47;15.07;15.38;50;0321 A2_072LCU_50
1121;NA;9.65;9.65;15.28;15.57;51;0321 A2_072LCU_51
1122;NA;11.1;11.1;16.94;17.05;52;0321 A2_072LCU_52
1123;NA;12.49;12.49;18.46;18.42;53;0321 A2_072LCU_53
1124;NA;13.29;13.29;19.31;19.2;54;0321 A2_072LCU_54
1125;NA;9.65;9.65;15.28;15.57;55;0321 A2_072LCU_55
1126;5;5;3.3;7.14;8.09;57;0321 A2_072LCU_57
1127;11.25;11.25;13.02;19.03;18.94;58;0321 A2_072LCU_58
1128;NA;8.11;8.11;13.45;13.94;59;0321 A2_072LCU_59
1129;NA;11.78;11.78;17.68;17.72;60;0321 A2_072LCU_60
1130;4.5;4.5;3.67;7.67;8.61;61;0321 A2_072LCU_61
1131;NA;11.83;11.83;17.74;17.78;62;0321 A2_072LCU_62
1132;NA;13.39;13.39;19.43;19.3;63;0321 A2_072LCU_63
1133;7;7;6;10.83;11.57;64;0321 A2_072LCU_64
1134;11;11;14.47;20.55;20.33;65;0321 A2_072LCU_65
1135;NA;9.65;9.65;15.28;15.57;66;0321 A2_072LCU_66
1136;NA;10.53;10.53;16.29;16.48;67;0321 A2_072LCU_67
1137;11.5;11.5;12.49;18.46;18.42;68;0321 A2_072LCU_68
1138;NA;9.82;9.82;15.48;15.75;69;0321 A2_072LCU_69
1139;13;13;15.41;21.5;21.21;70;0321 A2_072LCU_70
1140;12;12;14.42;20.5;20.28;71;0321 A2_072LCU_71
1141;9.5;9.5;8.11;13.45;13.94;72;0321 A2_072LCU_72
1142;NA;8.86;8.86;14.35;14.74;73;0321 A2_072LCU_73
1143;13;13;15.8;21.89;21.57;74;0321 A2_072LCU_74
1144;NA;8.61;8.61;14.06;14.48;75;0321 A2_072LCU_75
1145;NA;10.53;10.53;16.29;16.48;76;0321 A2_072LCU_76
1146;NA;10.82;10.82;16.62;16.77;77;0321 A2_072LCU_77
1147;NA;10.53;10.53;16.29;16.48;78;0321 A2_072LCU_78
1148;NA;10.99;10.99;16.81;16.94;79;0321 A2_072LCU_79
1149;11;11;14.42;20.5;20.28;80;0321 A2_072LCU_80
1150;NA;11.55;11.55;17.44;17.5;81;0321 A2_072LCU_81
1151;NA;10.36;10.36;16.09;16.3;82;0321 A2_072LCU_82
1152;NA;10.06;10.06;15.76;16;83;0321 A2_072LCU_83
1153;12;12;13.02;19.03;18.94;84;0321 A2_072LCU_84
1154;NA;6.27;6.27;11.18;11.88;85;0321 A2_072LCU_85
1155;NA;8.3;8.3;13.68;14.14;86;0321 A2_072LCU_86
1156;NA;12.65;12.65;18.63;18.58;87;0321 A2_072LCU_87
1157;NA;12.65;12.65;18.63;18.58;88;0321 A2_072LCU_88
1158;NA;7.85;7.85;13.14;13.66;89;0321 A2_072LCU_89
1159;NA;11.83;11.83;17.74;17.78;91;0321 A2_072LCU_91
1160;NA;13.39;13.39;19.43;19.3;92;0321 A2_072LCU_92
1161;NA;8.48;8.48;13.91;14.35;94;0321 A2_072LCU_94
1162;NA;5.45;5.45;10.11;10.91;95;0321 A2_072LCU_95
1163;NA;13.91;13.91;19.97;19.79;96;0321 A2_072LCU_96
1164;NA;11.39;11.39;17.25;17.34;97;0321 A2_072LCU_97
1165;NA;13.18;13.18;19.2;19.1;98;0321 A2_072LCU_98
1166;NA;11.22;11.22;17.06;17.17;99;0321 A2_072LCU_99
1167;NA;10.76;10.76;16.55;16.71;100;0321 A2_072LCU_100
1168;NA;9.88;9.88;15.55;15.82;1;0321 A2_073LCU_1
1169;NA;12.33;12.33;18.28;18.27;2;0321 A2_073LCU_2
1170;NA;14.32;14.32;20.39;20.18;3;0321 A2_073LCU_3
1171;NA;10.93;10.93;16.75;16.88;4;0321 A2_073LCU_4
1172;NA;14.62;14.62;20.7;20.47;5;0321 A2_073LCU_5
1173;NA;11.55;11.55;17.44;17.51;6;0321 A2_073LCU_6
1174;NA;13.39;13.39;19.43;19.3;7;0321 A2_073LCU_7
1175;NA;9.77;9.77;15.41;15.69;8;0321 A2_073LCU_8
1176;NA;10.82;10.82;16.62;16.77;9;0321 A2_073LCU_9
1177;NA;13.91;13.91;19.97;19.8;10;0321 A2_073LCU_10
1178;NA;13.44;13.44;19.48;19.35;11;0321 A2_073LCU_11
1179;NA;12.05;12.05;17.99;18;12;0321 A2_073LCU_12
1180;NA;13.39;13.39;19.43;19.3;13;0321 A2_073LCU_13
1181;NA;14.87;14.87;20.96;20.7;14;0321 A2_073LCU_14
1182;NA;14.06;14.06;20.13;19.94;16;0321 A2_073LCU_16
1183;NA;12.92;12.92;18.92;18.84;17;0321 A2_073LCU_17
1184;NA;13.08;13.08;19.09;19;19;0321 A2_073LCU_19
1185;NA;14.97;14.97;21.06;20.8;20;0321 A2_073LCU_20
1186;NA;7.4;7.4;12.59;13.17;21;0321 A2_073LCU_21
1187;NA;13.23;13.23;19.26;19.15;22;0321 A2_073LCU_22
1188;NA;11.39;11.39;17.25;17.34;23;0321 A2_073LCU_23
1189;NA;13.18;13.18;19.2;19.1;24;0321 A2_073LCU_24
1190;NA;11.78;11.78;17.68;17.73;25;0321 A2_073LCU_25
1191;NA;12.16;12.16;18.11;18.11;26;0321 A2_073LCU_26
1192;NA;13.55;13.55;19.59;19.45;27;0321 A2_073LCU_27
1193;NA;13.29;13.29;19.31;19.2;28;0321 A2_073LCU_28
1194;NA;15.75;15.75;21.84;21.53;29;0321 A2_073LCU_29
1195;NA;10.06;10.06;15.76;16;30;0321 A2_073LCU_30
1196;NA;11.5;11.5;17.38;17.45;31;0321 A2_073LCU_31
1197;NA;11.89;11.89;17.81;17.83;32;0321 A2_073LCU_32
1198;NA;13.44;13.44;19.48;19.35;33;0321 A2_073LCU_33
1199;NA;11.44;11.44;17.31;17.39;34;0321 A2_073LCU_34
1200;NA;11.89;11.89;17.81;17.83;35;0321 A2_073LCU_35
1201;NA;15.21;15.21;21.31;21.03;36;0321 A2_073LCU_36
1202;NA;15.36;15.36;21.45;21.17;37;0321 A2_073LCU_37
1203;NA;15.16;15.16;21.26;20.98;38;0321 A2_073LCU_38
1204;NA;13.18;13.18;19.2;19.1;39;0321 A2_073LCU_39
1205;10.5;10.5;8.67;14.13;14.55;40;0321 A2_073LCU_40
1206;NA;13.29;13.29;19.31;19.2;41;0321 A2_073LCU_41
1207;NA;10.65;10.65;16.42;16.59;42;0321 A2_073LCU_42
1208;NA;13.39;13.39;19.43;19.3;43;0321 A2_073LCU_43
1209;13.5;13.5;14.77;20.86;20.61;44;0321 A2_073LCU_44
1210;14;14;7.53;12.75;13.31;45;0321 A2_073LCU_45
1211;NA;13.5;13.5;19.54;19.4;46;0321 A2_073LCU_46
1212;NA;12.49;12.49;18.46;18.42;47;0321 A2_073LCU_47
1213;NA;11.78;11.78;17.68;17.73;48;0321 A2_073LCU_48
1214;13;13;13.86;19.92;19.75;49;0321 A2_073LCU_49
1215;NA;13.86;13.86;19.92;19.75;50;0321 A2_073LCU_50
1216;NA;11.22;11.22;17.06;17.17;51;0321 A2_073LCU_51
1217;13;13;13.23;19.26;19.15;53;0321 A2_073LCU_53
1218;NA;9.94;9.94;15.62;15.88;54;0321 A2_073LCU_54
1219;11.5;11.5;9.82;15.48;15.76;55;0321 A2_073LCU_55
1220;11;11;10.99;16.81;16.94;56;0321 A2_073LCU_56
1221;NA;12.54;12.54;18.52;18.48;57;0321 A2_073LCU_57
1222;14;14;14.82;20.91;20.66;59;0321 A2_073LCU_59
1223;NA;9.34;9.34;14.92;15.26;60;0321 A2_073LCU_60
1224;17;17;14.22;20.29;20.09;61;0321 A2_073LCU_61
1225;15.2;15.2;16.27;22.36;22.01;62;0321 A2_073LCU_62
1226;NA;7.85;7.85;13.14;13.66;63;0321 A2_073LCU_63
1227;13;13;13.02;19.03;18.94;64;0321 A2_073LCU_64
1228;NA;10.53;10.53;16.29;16.48;65;0321 A2_073LCU_65
1229;NA;12.65;12.65;18.63;18.58;66;0321 A2_073LCU_66
1230;NA;11.22;11.22;17.06;17.17;67;0321 A2_073LCU_67
1231;NA;10.93;10.93;16.75;16.88;68;0321 A2_073LCU_68
1232;NA;13.76;13.76;19.81;19.65;69;0321 A2_073LCU_69
1233;13;13;9.53;15.14;15.45;70;0321 A2_073LCU_70
1234;15.5;15.5;14.62;20.7;20.47;71;0321 A2_073LCU_71
1235;NA;10.36;10.36;16.09;16.3;72;0321 A2_073LCU_72
1236;15.5;15.5;14.82;20.91;20.66;73;0321 A2_073LCU_73
1237;13;13;8.3;13.68;14.14;74;0321 A2_073LCU_74
1238;NA;11.55;11.55;17.44;17.51;75;0321 A2_073LCU_75
1239;12.5;12.5;9.71;15.35;15.63;76;0321 A2_073LCU_76
1240;NA;12.76;12.76;18.75;18.69;77;0321 A2_073LCU_77
1241;NA;13.81;13.81;19.86;19.7;78;0321 A2_073LCU_78
1242;15.5;15.5;15.7;21.79;21.48;79;0321 A2_073LCU_79
1243;11;11;11.89;17.81;17.83;80;0321 A2_073LCU_80
1244;NA;12.49;12.49;18.46;18.42;81;0321 A2_073LCU_81
1245;NA;12.97;12.97;18.98;18.89;82;0321 A2_073LCU_82
1246;12.5;12.5;8.3;13.68;14.14;83;0321 A2_073LCU_83
1247;14;14;11.83;17.74;17.78;84;0321 A2_073LCU_84
1248;NA;13.02;13.02;19.03;18.94;85;0321 A2_073LCU_85
1249;NA;10.53;10.53;16.29;16.48;86;0321 A2_073LCU_86
1250;16;16;14.77;20.86;20.61;87;0321 A2_073LCU_87
1251;NA;10.99;10.99;16.81;16.94;88;0321 A2_073LCU_88
1252;NA;8.23;8.23;13.61;14.08;89;0321 A2_073LCU_89
1253;13;13;11.1;16.94;17.06;90;0321 A2_073LCU_90
1254;14.5;14.5;14.22;20.29;20.09;91;0321 A2_073LCU_91
1255;15;15;9.82;15.48;15.76;92;0321 A2_073LCU_92
1256;15;15;14.42;20.5;20.28;93;0321 A2_073LCU_93
1257;NA;12.27;12.27;18.22;18.22;4;0322 A2_075LCU_4
1258;NA;10.82;10.82;16.62;16.78;5;0322 A2_075LCU_5
1259;NA;10.18;10.18;15.89;16.13;6;0322 A2_075LCU_6
1260;NA;10.93;10.93;16.75;16.89;7;0322 A2_075LCU_7
1261;NA;13.18;13.18;19.2;19.11;8;0322 A2_075LCU_8
1262;NA;7.79;7.79;13.07;13.6;9;0322 A2_075LCU_9
1263;15;15;13.02;19.03;18.95;11;0322 A2_075LCU_11
1264;NA;13.18;13.18;19.2;19.11;12;0322 A2_075LCU_12
1265;NA;13.34;13.34;19.37;19.26;13;0322 A2_075LCU_13
1266;NA;13.34;13.34;19.37;19.26;14;0322 A2_075LCU_14
1267;15;15;15.26;21.36;21.08;15;0322 A2_075LCU_15
1268;NA;12.81;12.81;18.81;18.75;16;0322 A2_075LCU_16
1269;NA;14.97;14.97;21.06;20.81;17;0322 A2_075LCU_17
1270;NA;13.23;13.23;19.26;19.16;18;0322 A2_075LCU_18
1271;NA;13.23;13.23;19.26;19.16;19;0322 A2_075LCU_19
1272;NA;15.99;15.99;22.08;21.76;20;0322 A2_075LCU_20
1273;NA;8.92;8.92;14.42;14.82;21;0322 A2_075LCU_21
1274;NA;13.08;13.08;19.09;19;22;0322 A2_075LCU_22
1275;14;14;10.82;16.62;16.78;23;0322 A2_075LCU_23
1276;15.5;15.5;15.75;21.84;21.54;24;0322 A2_075LCU_24
1277;NA;12.49;12.49;18.46;18.43;25;0322 A2_075LCU_25
1278;NA;12.81;12.81;18.81;18.75;26;0322 A2_075LCU_26
1279;15.5;15.5;10.76;16.55;16.72;27;0322 A2_075LCU_27
1280;15;15;13.5;19.54;19.41;28;0322 A2_075LCU_28
1281;15.5;15.5;15.55;21.65;21.36;29;0322 A2_075LCU_29
1282;NA;13.55;13.55;19.59;19.46;30;0322 A2_075LCU_30
1283;13.5;13.5;10.82;16.62;16.78;31;0322 A2_075LCU_31
1284;NA;12.54;12.54;18.52;18.49;32;0322 A2_075LCU_32
1285;NA;12.65;12.65;18.63;18.59;33;0322 A2_075LCU_33
1286;NA;13.18;13.18;19.2;19.11;34;0322 A2_075LCU_34
1287;NA;13.18;13.18;19.2;19.11;35;0322 A2_075LCU_35
1288;14;14;10.99;16.81;16.95;36;0322 A2_075LCU_36
1289;NA;11.05;11.05;16.87;17.01;37;0322 A2_075LCU_37
1290;NA;11.05;11.05;16.87;17.01;38;0322 A2_075LCU_38
1291;NA;11.61;11.61;17.5;17.57;39;0322 A2_075LCU_39
1292;NA;14.72;14.72;20.81;20.57;40;0322 A2_075LCU_40
1293;NA;13.39;13.39;19.43;19.31;41;0322 A2_075LCU_41
1294;14;14;17.11;23.17;22.8;42;0322 A2_075LCU_42
1295;NA;15.51;15.51;21.6;21.31;43;0322 A2_075LCU_43
1296;NA;14.67;14.67;20.75;20.53;44;0322 A2_075LCU_44
1297;NA;16.18;16.18;22.27;21.94;45;0322 A2_075LCU_45
1298;NA;18.28;18.28;24.27;23.86;46;0322 A2_075LCU_46
1299;NA;14.01;14.01;20.08;19.9;47;0322 A2_075LCU_47
1300;8;8;8.48;13.91;14.35;48;0322 A2_075LCU_48
1301;NA;10.24;10.24;15.96;16.19;50;0322 A2_075LCU_50
1302;NA;11.61;11.61;17.5;17.57;51;0322 A2_075LCU_51
1303;15.5;15.5;13.23;19.26;19.16;52;0322 A2_075LCU_52
1304;13;13;8.79;14.28;14.68;53;0322 A2_075LCU_53
1305;NA;14.06;14.06;20.13;19.95;54;0322 A2_075LCU_54
1306;NA;11.39;11.39;17.25;17.35;55;0322 A2_075LCU_55
1307;8.75;8.75;7.4;12.59;13.17;56;0322 A2_075LCU_56
1308;NA;13.7;13.7;19.75;19.61;57;0322 A2_075LCU_57
1309;NA;12.16;12.16;18.11;18.11;58;0322 A2_075LCU_58
1310;NA;11.05;11.05;16.87;17.01;59;0322 A2_075LCU_59
1311;16;16;16.03;22.13;21.8;60;0322 A2_075LCU_60
1312;NA;11.16;11.16;17;17.12;61;0322 A2_075LCU_61
1313;15;15;15.26;21.36;21.08;62;0322 A2_075LCU_62
1314;NA;12.81;12.81;18.81;18.75;63;0322 A2_075LCU_63
1315;NA;10.99;10.99;16.81;16.95;64;0322 A2_075LCU_64
1316;NA;12.65;12.65;18.63;18.59;65;0322 A2_075LCU_65
1317;NA;11.55;11.55;17.44;17.51;66;0322 A2_075LCU_66
1318;NA;14.47;14.47;20.55;20.34;67;0322 A2_075LCU_67
1319;NA;13.5;13.5;19.54;19.41;68;0322 A2_075LCU_68
1320;NA;13.91;13.91;19.97;19.81;69;0322 A2_075LCU_69
1321;NA;11.27;11.27;17.13;17.23;70;0322 A2_075LCU_70
1322;NA;13.55;13.55;19.59;19.46;71;0322 A2_075LCU_71
1323;15.5;15.5;15.12;21.21;20.95;72;0322 A2_075LCU_72
1324;NA;8.61;8.61;14.06;14.49;73;0322 A2_075LCU_73
1325;15;15;14.47;20.55;20.34;74;0322 A2_075LCU_74
1326;13.5;13.5;8.98;14.5;14.88;75;0322 A2_075LCU_75
1327;NA;11.61;11.61;17.5;17.57;76;0322 A2_075LCU_76
1328;NA;14.27;14.27;20.34;20.15;77;0322 A2_075LCU_77
1329;NA;10.76;10.76;16.55;16.72;78.1;0322 A2_075LCU_78.1
1330;NA;16.08;16.08;22.17;21.85;79;0322 A2_075LCU_79
1331;16;16;15.26;21.36;21.08;80;0322 A2_075LCU_80
1332;15;15;14.01;20.08;19.9;81;0322 A2_075LCU_81
1333;NA;10.59;10.59;16.36;16.54;82;0322 A2_075LCU_82
1334;NA;11.33;11.33;17.19;17.29;83;0322 A2_075LCU_83
1335;NA;9.28;9.28;14.85;15.2;84;0322 A2_075LCU_84
1336;NA;7.59;7.59;12.83;13.39;85;0322 A2_075LCU_85
1337;NA;13.13;13.13;19.15;19.06;86;0322 A2_075LCU_86
1338;13;13;7.59;12.83;13.39;87;0322 A2_075LCU_87
1339;15.5;15.5;13.23;19.26;19.16;88;0322 A2_075LCU_88
1340;NA;9.65;9.65;15.28;15.58;89;0322 A2_075LCU_89
1341;NA;13.76;13.76;19.81;19.66;90;0322 A2_075LCU_90
1342;NA;10.12;10.12;15.82;16.07;91;0322 A2_075LCU_91
1343;13;13;10.24;15.96;16.19;92;0322 A2_075LCU_92
1344;NA;14.67;14.67;20.75;20.53;93;0322 A2_075LCU_93
1345;10;10;5.31;9.93;10.74;94;0322 A2_075LCU_94
1346;NA;12.49;12.49;18.46;18.43;95;0322 A2_075LCU_95
1347;NA;13.02;13.02;19.03;18.95;96;0322 A2_075LCU_96
1348;NA;8.98;8.98;14.5;14.86;1;0323 A2_080LCU_1
1349;NA;10.12;10.12;15.82;16.04;2;0323 A2_080LCU_2
1350;NA;9.65;9.65;15.28;15.55;3;0323 A2_080LCU_3
1351;NA;12.81;12.81;18.81;18.72;4;0323 A2_080LCU_4
1352;8;8;8.48;13.91;14.33;5;0323 A2_080LCU_5
1353;13;13;15.02;21.11;20.82;6;0323 A2_080LCU_6
1354;15.75;15.75;14.52;20.6;20.35;7;0323 A2_080LCU_7
1355;15;15;15.84;21.94;21.59;8;0323 A2_080LCU_8
1356;NA;10.3;10.3;16.03;16.22;9;0323 A2_080LCU_9
1357;NA;13.39;13.39;19.43;19.28;10;0323 A2_080LCU_10
1358;NA;17.7;17.7;23.73;23.3;11;0323 A2_080LCU_11
1359;NA;10.18;10.18;15.89;16.1;12;0323 A2_080LCU_12
1360;NA;11.94;11.94;17.87;17.87;13;0323 A2_080LCU_13
1361;NA;10.88;10.88;16.68;16.81;14;0323 A2_080LCU_14
1362;NA;15.36;15.36;21.45;21.14;15;0323 A2_080LCU_15
1363;NA;12.16;12.16;18.11;18.08;16;0323 A2_080LCU_16
1364;NA;11.67;11.67;17.56;17.59;17;0323 A2_080LCU_17
1365;NA;11.94;11.94;17.87;17.87;18;0323 A2_080LCU_18
1366;NA;15.02;15.02;21.11;20.82;19;0323 A2_080LCU_19
1367;NA;11.94;11.94;17.87;17.87;20;0323 A2_080LCU_20
1368;NA;11.55;11.55;17.44;17.48;21;0323 A2_080LCU_21
1369;NA;12.49;12.49;18.46;18.4;22;0323 A2_080LCU_22
1370;13.5;13.5;13.7;19.75;19.58;23;0323 A2_080LCU_23
1371;14.75;14.75;15.7;21.79;21.46;24;0323 A2_080LCU_24
1372;14.5;14.5;15.7;21.79;21.46;25;0323 A2_080LCU_25
1373;NA;12.27;12.27;18.22;18.19;26;0323 A2_080LCU_26
1374;NA;12.38;12.38;18.34;18.3;27;0323 A2_080LCU_27
1375;NA;12.49;12.49;18.46;18.4;28;0323 A2_080LCU_28
1376;NA;12.54;12.54;18.52;18.46;29;0323 A2_080LCU_29
1377;NA;9.28;9.28;14.85;15.18;30;0323 A2_080LCU_30
1378;NA;10.18;10.18;15.89;16.1;31;0323 A2_080LCU_31
1379;NA;15.55;15.55;21.65;21.32;32.1;0323 A2_080LCU_32.1
1380;NA;14.06;14.06;20.13;19.92;33;0323 A2_080LCU_33
1381;15.5;15.5;15.46;21.55;21.23;34;0323 A2_080LCU_34
1382;NA;9.88;9.88;15.55;15.8;35;0323 A2_080LCU_35
1383;NA;12.54;12.54;18.52;18.46;36;0323 A2_080LCU_36
1384;NA;13.23;13.23;19.26;19.13;37;0323 A2_080LCU_37
1385;NA;10.47;10.47;16.22;16.4;39;0323 A2_080LCU_39
1386;NA;15.16;15.16;21.26;20.96;40;0323 A2_080LCU_40
1387;14.25;14.25;18.01;24.03;23.58;41;0323 A2_080LCU_41
1388;11;11;7.4;12.59;13.15;42;0323 A2_080LCU_42
1389;15;15;17.61;23.65;23.22;43;0323 A2_080LCU_43
1390;13.5;13.5;14.57;20.65;20.4;44;0323 A2_080LCU_44
1391;NA;13.18;13.18;19.2;19.07;45;0323 A2_080LCU_45
1392;NA;13.5;13.5;19.54;19.38;46;0323 A2_080LCU_46
1393;NA;17.11;17.11;23.17;22.76;47;0323 A2_080LCU_47
1394;NA;10.99;10.99;16.81;16.92;48;0323 A2_080LCU_48
1395;NA;8.23;8.23;13.61;14.06;49;0323 A2_080LCU_49
1396;NA;13.13;13.13;19.15;19.02;50;0323 A2_080LCU_50
1397;13.5;13.5;11.61;17.5;17.54;51;0323 A2_080LCU_51
1398;13;13;9.71;15.35;15.61;52;0323 A2_080LCU_52
1399;15.5;15.5;11.89;17.81;17.81;53;0323 A2_080LCU_53
1400;NA;7.72;7.72;12.99;13.51;54;0323 A2_080LCU_54
1401;NA;11.89;11.89;17.81;17.81;55;0323 A2_080LCU_55
1402;NA;14.52;14.52;20.6;20.35;56;0323 A2_080LCU_56
1403;NA;12.65;12.65;18.63;18.56;57;0323 A2_080LCU_57
1404;NA;11.5;11.5;17.38;17.43;58;0323 A2_080LCU_58
1405;NA;11.83;11.83;17.74;17.76;59;0323 A2_080LCU_59
1406;NA;14.06;14.06;20.13;19.92;60;0323 A2_080LCU_60
1407;NA;13.39;13.39;19.43;19.28;61;0323 A2_080LCU_61
1408;NA;6.41;6.41;11.35;12.03;62;0323 A2_080LCU_62
1409;NA;12.97;12.97;18.98;18.87;63;0323 A2_080LCU_63
1410;12;12;10.41;16.16;16.34;64;0323 A2_080LCU_64
1411;NA;14.01;14.01;20.08;19.87;65;0323 A2_080LCU_65
1412;NA;12.97;12.97;18.98;18.87;66;0323 A2_080LCU_66
1413;16;16;14.57;20.65;20.4;67;0323 A2_080LCU_67
1414;NA;9.34;9.34;14.92;15.24;68;0323 A2_080LCU_68
1415;13;13;12.33;18.28;18.24;69;0323 A2_080LCU_69
1416;NA;14.17;14.17;20.23;20.02;70;0323 A2_080LCU_70
1417;12;12;7.72;12.99;13.51;71;0323 A2_080LCU_71
1418;NA;11.55;11.55;17.44;17.48;72;0323 A2_080LCU_72
1419;NA;13.96;13.96;20.02;19.82;73;0323 A2_080LCU_73
1420;NA;15.07;15.07;21.16;20.87;74;0323 A2_080LCU_74
1421;12;12;9.22;14.78;15.11;75;0323 A2_080LCU_75
1422;NA;12.27;12.27;18.22;18.19;76;0323 A2_080LCU_76
