"","predio","rodal.x","genero","especie.x","plot","codigo_formula","placa_id","dap_2022","pmd_cm","hip_height_m","est_arbol","dan","agt","int","codigo","rodal.y","especie.y","est_edad","est_altitud","parcela","fecha","individuo","dap_2017","pmd","altura_total_formula","altura_10","altura_7_5","altura_5","altura_15","altura_3_75","altura_directa","altura_estimada","dist_altura","h1","h2","observaciones","codi_formula"
"5378","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_25","25","3.1","130","2.6",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5379","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_26","26","4.9000000000000004","130","4.5",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5380","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_27","27","NA","NA","NA",0,"Muerto","Muerto","Muerto","0362A3_293LCU_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5381","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_28","28","2.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5382","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_29","29","4.7","DAC","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5383","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_30","30","2.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5384","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_31","31","3.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5385","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_32","32","5.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5386","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_33","33","2.5","130","2.65",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5387","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_34","34","2.2999999999999998","130","2.5499999999999998",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5388","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_35","35","2.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5389","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_36","36","3.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5390","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_37","37","3.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_38","38","5.0999999999999996","130","3.25",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5392","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_39","39","2.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5393","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_40","40","NA","NA","NA",0,"Muerto","Muerto","Muerto","0362A3_293LCU_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5394","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_41","41","6.5","DAC","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5395","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_42","42","2.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5396","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_43","43","NA","NA","NA",0,"Muerto","Muerto","Muerto","0362A3_293LCU_43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5397","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_44","44","5.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5398","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_45","45","6.6","130","3",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5399","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_46","46","6.2","130","3",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5400","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_47","47","4.2","DAC","1.9",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5401","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_48","48","3.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5402","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_49","49","NA","NA","NA",0,"Muerto","Muerto","Muerto","0362A3_293LCU_49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5403","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_50","50","3.9","130","2.5",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5404","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_51","51","2.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5405","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_52","52","2.7","130","NA",1,"Bifurcado o ápices múltiples","Otros","Leve","0362A3_293LCU_52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5406","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_53","53","5.6","130","3",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5407","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_54","54","5.8","130","3.25",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5408","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_55","55","7.5","DAC","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5409","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_56","56","6.7","DAC","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5410","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_57","57","3.6","130","2.5",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5411","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_58","58","6.4","DAC","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5412","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_59","59","2.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5413","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_60","60","3.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5414","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_61","61","NA","NA","NA",0,"Muerto","Muerto","Muerto","0362A3_293LCU_61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5415","LA CURIA","0362A3","Pinus","patula","293LCU","0362A3_293LCU_62","62","3.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0362A3_293LCU_62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5416","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_1","1","20.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5417","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_2","2","9.1999999999999993","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5418","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_3","3","19.5","130","NA",1,"Sin daño","Muerto","Muerto","0363A2_197LCU_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5419","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_4","4","11.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5420","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_5","5","12.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5421","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_6","6","12","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5422","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_7","7","11.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5423","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_8","8","28.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5424","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_9","9","11.1","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5425","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_10","10","43.2","130","27",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5426","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_11","11","19.5","130","20",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5427","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_12","12","12","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5428","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_13","13","13.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5429","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_14","14","14.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5430","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_15","15","7.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5431","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_16","16","18.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5432","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_17","17","27.2","130","24",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5433","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_18","18","14.4","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5434","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_19","19","12.4","130","16",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5435","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_20","20","14.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5436","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_21","21","22.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5437","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_22","22","16.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5438","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_23","23","40.700000000000003","130","28",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5439","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_24","24","12.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5440","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_25","25","10.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5441","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_26","26","29.2","140","26",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5442","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_27","27","11.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5443","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_28","28","10.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5444","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_29","29","26.7","130","27",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5445","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_30","30","13.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5446","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_31","31","31.8","130","25",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5447","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_32","32","29.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5448","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_33","33","18.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5449","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_34","34","17.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5450","LA CURIA","0363A2","Pinus","radiata","197LCU","0363A2_197LCU_35","35","33.299999999999997","130","NA",1,"Sin daño","Sin daño","Sin daño","0363A2_197LCU_35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5451","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_1","1","5.4","130","3.15",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5452","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_2","2","7.5","130","4",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5453","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_3","3","7.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5454","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_4","4","6.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5455","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_5","5","6.6","130","4",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5456","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_6","6","5.8","140","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5457","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_7","7","6.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5458","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_8","8","5.4","140","3.5",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5459","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_9","9","6.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5460","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_10","10","4.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5461","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_11","11","6.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5462","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_12","12","6.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5463","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_13","13","6.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5464","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_14","14","6.3","130","3.5",1,"Bifurcado o ápices múltiples","Otros","Leve","0348A3_298LCU_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5465","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_15","15","7.2","130","3.75",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5466","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_16","16","5.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5467","LA CURIA","0348A3","Pinus","patula","298LCU","0348A3_298LCU_17","17","5.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0348A3_298LCU_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
