"","predio","rodal.x","genero","especie.x","plot","codigo_formula","placa_id","dap_2022","pmd_cm","hip_height_m","est_arbol","dan","agt","int","codigo","rodal.y","especie.y","est_edad","est_altitud","parcela","fecha","individuo","dap_2017","pmd","altura_total_formula","altura_10","altura_7_5","altura_5","altura_15","altura_3_75","altura_directa","altura_estimada","dist_altura","h1","h2","observaciones","codi_formula"
"84","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_13","13","21.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_13","0101 A2","patula","Medio","Bajo",2,2017-03-08,"13",16.1,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,5,17,NA,"0101A2_2_13"
"85","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_14","14","24.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_14","0101 A2","patula","Medio","Bajo",2,2017-03-08,"14",17.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_14"
"86","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_15","15","24.5","140","15",1,"Sin daño","Sin daño","Sin daño","0101A2_2_15","0101 A2","patula","Medio","Bajo",2,2017-03-08,"15",18.9,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,2,19,NA,"0101A2_2_15"
"87","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_16","16","23.9","130","14.5",1,"Sin daño","Sin daño","Sin daño","0101A2_2_16","0101 A2","patula","Medio","Bajo",2,2017-03-08,"16",19,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_16"
"88","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_17","17","16.899999999999999","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_17","0101 A2","patula","Medio","Bajo",2,2017-03-08,"17",13.4,1.3,"9.75",9.75,0,FALSE,FALSE,FALSE,0,NA,10,1.5,18,NA,"0101A2_2_17"
"89","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_18","18","16.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_18","0101 A2","patula","Medio","Bajo",2,2017-03-08,"18",13,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_18"
"90","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_19","19","24.8","130","14",1,"Sin daño","Sin daño","Sin daño","0101A2_2_19","0101 A2","patula","Medio","Bajo",2,2017-03-08,"19",17.7,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,2,19,NA,"0101A2_2_19"
"91","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_20","20","16.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_20","0101 A2","patula","Medio","Bajo",2,2017-03-08,"20",13.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_20"
"92","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_21","21","18.399999999999999","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_21","0101 A2","patula","Medio","Bajo",2,2017-03-08,"21",14.3,1.3,"10.25",10.25,0,FALSE,FALSE,FALSE,0,NA,10,2.5,18,NA,"0101A2_2_21"
"93","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_22","22","18.600000000000001","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_22","0101 A2","patula","Medio","Bajo",2,2017-03-08,"22",13.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_22"
"94","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_23","23","27.7","130","13",1,"Sin daño","Sin daño","Sin daño","0101A2_2_23","0101 A2","patula","Medio","Bajo",2,2017-03-08,"23",20.5,1.3,"11.75",11.75,0,FALSE,FALSE,FALSE,0,NA,10,0.5,23,NA,"0101A2_2_23"
"95","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_24","24","28.8","130","14.5",1,"Sin daño","Sin daño","Sin daño","0101A2_2_24","0101 A2","patula","Medio","Bajo",2,2017-03-08,"24",19.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_24"
"96","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_25","25","17.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_25","0101 A2","patula","Medio","Bajo",2,2017-03-08,"25",12.6,1.3,"11.25",11.25,0,FALSE,FALSE,FALSE,0,NA,10,4.5,18,NA,"0101A2_2_25"
"97","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_26","26","23.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_26","0101 A2","patula","Medio","Bajo",2,2017-03-08,"26",17.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_26"
"98","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_27","27","14.4","130","13.5",1,"Sin daño","Sin daño","Sin daño","0101A2_2_27","0101 A2","patula","Medio","Bajo",2,2017-03-08,"27",12.2,1.3,"10",10,0,FALSE,FALSE,FALSE,0,NA,10,4,16,NA,"0101A2_2_27"
"99","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_28","28","21.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_28","0101 A2","patula","Medio","Bajo",2,2017-03-08,"28",15,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_28"
"100","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_29","29","22.5","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_29","0101 A2","patula","Medio","Bajo",2,2017-03-08,"29",17.2,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,4,17,NA,"0101A2_2_29"
"101","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_30","30","9.5","130","11.5",1,"Sin daño","Sin daño","Sin daño","0101A2_2_30","0101 A2","patula","Medio","Bajo",2,2017-03-08,"30",8.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_30"
"102","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_31","31","19.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_31","0101 A2","patula","Medio","Bajo",2,2017-03-08,"31",16,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,2,20,NA,"0101A2_2_31"
"103","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_32","32","19","130","15",1,"Sin daño","Sin daño","Sin daño","0101A2_2_32","0101 A2","patula","Medio","Bajo",2,2017-03-08,"32",14.4,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_32"
"104","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_33","33","15.6","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_33","0101 A2","patula","Medio","Bajo",2,2017-03-08,"33",10.3,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,2,20,NA,"0101A2_2_33"
"105","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_34","34","15.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_34","0101 A2","patula","Medio","Bajo",2,2017-03-08,"34",12.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_34"
"106","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_35","35","17.2","130","NA",1,"Torcido, arqueado","Viento","Medio","0101A2_2_35","0101 A2","patula","Medio","Bajo",2,2017-03-08,"35",12.8,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,2,16,NA,"0101A2_2_35"
"107","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_36","36","19.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_36","0101 A2","patula","Medio","Bajo",2,2017-03-08,"36",13.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_36"
"108","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_37","37","19.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_37","0101 A2","patula","Medio","Bajo",2,2017-03-08,"37",16.3,1.3,"10.25",10.25,0,FALSE,FALSE,FALSE,0,NA,10,1.5,19,NA,"0101A2_2_37"
"109","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_38","38","12","130","12",1,"Sin daño","Sin daño","Sin daño","0101A2_2_38","0101 A2","patula","Medio","Bajo",2,2017-03-08,"38",9.7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_38"
"110","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_39","39","18.600000000000001","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_39","0101 A2","patula","Medio","Bajo",2,2017-03-08,"39",13.3,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,2,19,NA,"0101A2_2_39"
"111","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_40","40","22","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_40","0101 A2","patula","Medio","Bajo",2,2017-03-08,"40",14.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_40"
"112","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_41","41","27.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_41","0101 A2","patula","Medio","Bajo",2,2017-03-08,"41",19.7,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,2,20,NA,"0101A2_2_41"
"113","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_42","42","27.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_42","0101 A2","patula","Medio","Bajo",2,2017-03-08,"42",22,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_42"
"114","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_43","43","28","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_43","0101 A2","patula","Medio","Bajo",2,2017-03-08,"43",17.6,1.3,"11.25",11.25,0,FALSE,FALSE,FALSE,0,NA,10,4.5,18,NA,"0101A2_2_43"
"115","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_44","44","12","130","8.5",1,"Sin daño","Sin daño","Sin daño","0101A2_2_44","0101 A2","patula","Medio","Bajo",2,2017-03-08,"44",7.7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_44"
"116","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_45","45","23.5","150","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_45","0101 A2","patula","Medio","Bajo",2,2017-03-08,"45",17.4,1.3,"11.5",11.5,0,FALSE,FALSE,FALSE,0,NA,10,5,18,NA,"0101A2_2_45"
"117","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_46","46","19","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_46","0101 A2","patula","Medio","Bajo",2,2017-03-08,"46",13.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_46"
"118","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_47","47","20.6","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_47","0101 A2","patula","Medio","Bajo",2,2017-03-08,"47",14.2,1.3,"11.25",11.25,0,FALSE,FALSE,FALSE,0,NA,10,4.5,18,NA,"0101A2_2_47"
"119","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_48","48","16.899999999999999","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_48","0101 A2","patula","Medio","Bajo",2,2017-03-08,"48",12.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_48"
"120","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_49","49","13.8","130","14",1,"Sin daño","Sin daño","Sin daño","0101A2_2_49","0101 A2","patula","Medio","Bajo",2,2017-03-08,"49",10.4,1.3,"8.75",8.75,0,FALSE,FALSE,FALSE,0,NA,10,4.5,13,NA,"0101A2_2_49"
"121","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_50","50","16.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_50","0101 A2","patula","Medio","Bajo",2,2017-03-08,"50",12.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_50"
"122","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_51","51","17.399999999999999","130","14",1,"Sin daño","Sin daño","Sin daño","0101A2_2_51","0101 A2","patula","Medio","Bajo",2,2017-03-08,"51",11.6,1.3,"10",10,0,FALSE,FALSE,FALSE,0,NA,10,4,16,NA,"0101A2_2_51"
"123","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_52","52","16.5","140","14.5",1,"Sin daño","Sin daño","Sin daño","0101A2_2_52","0101 A2","patula","Medio","Bajo",2,2017-03-08,"52",11,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_52"
"124","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_53","53","13.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_53","0101 A2","patula","Medio","Bajo",2,2017-03-08,"53",9.4,1.3,"9",9,0,FALSE,FALSE,FALSE,0,NA,10,4,14,NA,"0101A2_2_53"
"125","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_54","54","19.899999999999999","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_54","0101 A2","patula","Medio","Bajo",2,2017-03-08,"54",14.1,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_54"
"126","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_55","55","17.5","130","15",1,"Sin daño","Sin daño","Sin daño","0101A2_2_55","0101 A2","patula","Medio","Bajo",2,2017-03-08,"55",14.2,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,4,17,NA,"0101A2_2_55"
"127","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_56","56","21.5","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_56","0101 A2","patula","Medio","Bajo",2,2017-03-08,"56",15.7,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_56"
"128","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_57","57","20.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_57","0101 A2","patula","Medio","Bajo",2,2017-03-08,"57",15.7,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,2,20,NA,"0101A2_2_57"
"129","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_58","58","20.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_58","0101 A2","patula","Medio","Bajo",2,2017-03-08,"58",14.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_58"
"130","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_59","59","17.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_59","0101 A2","patula","Medio","Bajo",2,2017-03-08,"59",14.5,1.3,"10.75",10.75,0,FALSE,FALSE,FALSE,0,NA,10,1.5,20,NA,"0101A2_2_59"
"131","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_60","60","27.5","120","15",1,"Sin daño","Sin daño","Sin daño","0101A2_2_60","0101 A2","patula","Medio","Bajo",2,2017-03-08,"60",21.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_60"
"132","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_61","61","17","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_61","0101 A2","patula","Medio","Bajo",2,2017-03-08,"61",12.7,1.3,"10",10,0,FALSE,FALSE,FALSE,0,NA,10,2,18,NA,"0101A2_2_61"
"133","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_62","62","24.3","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_62","0101 A2","patula","Medio","Bajo",2,2017-03-08,"62",18.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_62"
"134","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_63","63","24.7","140","15",1,"Sin daño","Sin daño","Sin daño","0101A2_2_63","0101 A2","patula","Medio","Bajo",2,2017-03-08,"63",18.1,1.3,"11.5",11.5,0,FALSE,FALSE,FALSE,0,NA,10,3,20,NA,"0101A2_2_63"
"135","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_64","64","21.2","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_64","0101 A2","patula","Medio","Bajo",2,2017-03-08,"64",13.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_64"
"136","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_65","65","31.2","130","16",1,"Sin daño","Sin daño","Sin daño","0101A2_2_65","0101 A2","patula","Medio","Bajo",2,2017-03-08,"65",22,1.3,"11",11,0,FALSE,FALSE,FALSE,0,NA,10,3,19,NA,"0101A2_2_65"
"137","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_66","66","17.7","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_66","0101 A2","patula","Medio","Bajo",2,2017-03-08,"66",12.8,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_66"
"138","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_67","67","18.8","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_67","0101 A2","patula","Medio","Bajo",2,2017-03-08,"67",13.9,1.3,"10.5",10.5,0,FALSE,FALSE,FALSE,0,NA,10,4,17,NA,"0101A2_2_67"
"139","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_68","68","16","140","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_68","0101 A2","patula","Medio","Bajo",2,2017-03-08,"68",13.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_68"
"140","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_69","69","20.7","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_69","0101 A2","patula","Medio","Bajo",2,2017-03-08,"69",13.3,1.3,"12",12,0,FALSE,FALSE,FALSE,0,NA,10,5,19,NA,"0101A2_2_69"
"141","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_70","70","24.1","130","16",1,"Sin daño","Sin daño","Sin daño","0101A2_2_70","0101 A2","patula","Medio","Bajo",2,2017-03-08,"70",17.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_70"
"142","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_71","71","25","130","16.75",1,"Sin daño","Sin daño","Sin daño","0101A2_2_71","0101 A2","patula","Medio","Bajo",2,2017-03-08,"71",13.1,1.3,"9.5",9.5,0,FALSE,FALSE,FALSE,0,NA,10,5,14,NA,"0101A2_2_71"
"143","SANTA ANA","0101A2","Pinus","patula","2","0101A2_2_72","72","14.9","130","NA",1,"Sin daño","Sin daño","Sin daño","0101A2_2_72","0101 A2","patula","Medio","Bajo",2,2017-03-08,"72",17.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,0,NA,NA,NA,NA,NA,"0101A2_2_72"
"144","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_1","1","0","0","0",2,"Raleado","Raleado","Raleado","0102A2_1_1","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"1",15.2,1.3,"7.25",NA,7.25,FALSE,FALSE,FALSE,0,NA,7.5,2.5,12,NA,"0102A2_1_1"
"145","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_2","2","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_2","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"2",19.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_2"
"146","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_3","3","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_3","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"3",10.3,1.3,"7.5",NA,7.5,FALSE,FALSE,FALSE,0,NA,7.5,2,13,NA,"0102A2_1_3"
"147","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_4","4","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_4","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"4",15.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_4"
"148","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_5","5","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_5","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"5",11.6,1.3,"9",NA,9,FALSE,FALSE,FALSE,0,NA,7.5,2,16,NA,"0102A2_1_5"
"149","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_6","6","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_6","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"6",17.9,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_6"
"150","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_7","7","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_7","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"7",22.2,1.3,"11.25",NA,11.25,FALSE,FALSE,FALSE,0,NA,7.5,1.5,21,NA,"0102A2_1_7"
"151","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_8","8","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_8","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"8",17,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_8"
"152","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_9","9","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_9","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"9",11.3,1.3,"7.75",NA,7.75,FALSE,FALSE,FALSE,0,NA,7.5,1.5,14,NA,"0102A2_1_9"
"153","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_10","10","24.5","130","21.5",1,"Sin daño","Sin daño","Sin daño","0102A2_1_10","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"10",10,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_10"
"154","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_11","11","18.3","130","18.5",1,"Sin daño","Sin daño","Sin daño","0102A2_1_11","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"11",11.9,1.3,"8.25",NA,8.25,FALSE,FALSE,FALSE,0,NA,7.5,2.5,14,NA,"0102A2_1_11"
"155","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_12","12","30.9","130","20",1,"Sin daño","Sin daño","Sin daño","0102A2_1_12","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"12",5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_12"
"156","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_13","13","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_13","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"13",14,1.3,"9.75",NA,9.75,FALSE,FALSE,FALSE,0,NA,7.5,1.5,18,NA,"0102A2_1_13"
"157","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_14","14","19.100000000000001","130","18",1,"Sin daño","Sin daño","Sin daño","0102A2_1_14","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"14",13.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_14"
"158","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_15","15","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_15","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"15",12.6,1.3,"11.5",NA,11.5,FALSE,FALSE,FALSE,0,NA,7.5,3,20,NA,"0102A2_1_15"
"159","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_16","16","26.9","130","23",1,"Sin daño","Sin daño","Sin daño","0102A2_1_16","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"16",8.3,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_16"
"160","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_17","17","31.5","130","22",1,"Sin daño","Sin daño","Sin daño","0102A2_1_17","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"17",8.2,1.3,"9",NA,9,FALSE,FALSE,FALSE,0,NA,7.5,4,14,NA,"0102A2_1_17"
"161","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_18","18","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_18","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"18",8.6,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_18"
"162","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_19","19","16","140","15",1,"Sin daño","Sin daño","Sin daño","0102A2_1_19","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"19",7.4,1.3,"5.5",NA,5.5,FALSE,FALSE,FALSE,0,NA,7.5,4,7,NA,"0102A2_1_19"
"163","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_20","20","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_20","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"20",12.5,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_20"
"164","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_21","21","9","130","13",1,"Sin daño","Sin daño","Sin daño","0102A2_1_21","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"21",12.2,1.3,"8.75",NA,8.75,FALSE,FALSE,FALSE,0,NA,7.5,3.5,14,NA,"0102A2_1_21"
"165","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_22","22","NA","NA","NA",2,"Raleado","Raleado","Raleado","0102A2_1_22","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"22",10.2,1.3,"NA",NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"0102A2_1_22"
"166","SANTA ANA","0102A2","Pinus","radiata","1","0102A2_1_23","23","14.9","130","17",1,"Sin daño","Sin daño","Sin daño","0102A2_1_23","0102 A2","radiata","Juvenil","Bajo",1,2017-03-08,"23",10.6,1.3,"7.75",NA,7.75,FALSE,FALSE,FALSE,0,NA,7.5,3.5,12,NA,"0102A2_1_23"
